id	taxon	trait	dstate	value	units	country	state	created.by	created.date
7424	Listera cordata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7425	Malaxis monophyllos ssp. brachypoda	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7426	Piperia candida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7427	Piperia cooperi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7428	Piperia elegans	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7429	Piperia elongata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7430	Piperia leptopetala	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7431	Piperia michaelii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7432	Piperia transversa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7433	Piperia unalascensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7434	Piperia yadonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7435	Platanthera hyperborea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7436	Platanthera leucostachys	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7437	Platanthera sparsiflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7438	Platanthera stricta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7439	Spiranthes porrifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7440	Spiranthes romanzoffiana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7441	Achnatherum aridum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7442	Achnatherum brachychaetum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7443	Achnatherum coronatum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7444	Achnatherum diegoense	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7445	Achnatherum hymenoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7446	Achnatherum latiglume	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7447	Achnatherum lemmonii ssp. lemmonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7448	Achnatherum lettermanii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7449	Achnatherum nelsonii ssp. dorei	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7450	Achnatherum nevadense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7451	Achnatherum occidentale	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7452	Achnatherum occidentale ssp. californicum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7453	Achnatherum occidentale ssp. occidentale	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7454	Achnatherum occidentale ssp. pubescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7455	Achnatherum parishii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7456	Achnatherum pinetorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7457	Achnatherum speciosum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7458	Achnatherum stillmanii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7459	Achnatherum thurberianum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7460	Achnatherum webberi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7461	Aegilops cylindrica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7462	Aegilops ovata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7463	Aegilops triuncialis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7464	Agropyron desertorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7465	Agrostis avenacea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7466	Agrostis blasdalei	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7467	Agrostis capillaris	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7468	Agrostis densiflora	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7469	Agrostis elliottiana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7470	Agrostis exarata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7471	Agrostis gigantea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7472	Agrostis hallii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7473	Agrostis hendersonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7474	Agrostis hooveri	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7475	Agrostis humilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7476	Agrostis idahoensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7477	Agrostis microphylla	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7478	Agrostis oregonensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7479	Agrostis pallens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7480	Agrostis scabra	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7481	Agrostis semiverticillata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7482	Agrostis stolonifera	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7483	Agrostis tandilensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7484	Agrostis thurberiana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7485	Agrostis variabilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7486	Aira caryophyllea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7487	Aira elegantissima	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7488	Aira praecox	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7489	Alopecurus aequalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7490	Alopecurus carolinianus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7491	Alopecurus geniculatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7492	Alopecurus myosuroides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7493	Alopecurus pratensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7494	Alopecurus saccatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7495	Ammophila arenaria	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7496	Ampelodesmos mauritanica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7497	Andropogon glomeratus var. scabriglumis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7498	Andropogon virginicus var. virginicus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7499	Anthoxanthum aristatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7500	Anthoxanthum odoratum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7501	Apera interrupta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7502	Apera spica-venti	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7503	Aristida adscensionis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7504	Aristida californica var. californica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7505	Aristida divaricata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7506	Aristida oligantha	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7507	Aristida purpurea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7508	Aristida purpurea var. fendleriana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7509	Aristida purpurea var. longiseta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7510	Aristida purpurea var. nealleyi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7511	Aristida purpurea var. parishii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7512	Aristida purpurea var. purpurea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7513	Aristida purpurea var. wrightii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7514	Aristida ternipes var. hamulosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7515	Arrhenatherum elatius	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7516	Arundo donax	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7517	Avena barbata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7518	Avena fatua	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7519	Avena sativa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7520	Avena strigosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7521	Avena sterilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7522	Axonopus affinis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7523	Beckmannia syzigachne	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7524	Blepharidachne kingii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7525	Bothriochloa barbinodis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7526	Bothriochloa ischaemum var. songarica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7527	Bothriochloa laguroides ssp. torreyana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7528	Bouteloua aristidoides var. aristidoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7529	Bouteloua barbata var. barbata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7530	Bouteloua curtipendula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7531	Bouteloua eriopoda	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7532	Bouteloua gracilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7533	Bouteloua trifida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7534	Brachypodium distachyon	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7535	Brachypodium pinnatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7536	Briza maxima	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7537	Briza minor	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7538	Bromus alopecuros	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7539	Bromus anomalus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7540	Bromus arenarius	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7541	Bromus arizonicus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7542	Bromus briziformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7543	Bromus carinatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7544	Bromus carinatus var. carinatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7545	Bromus carinatus var. maritimus	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7546	Bromus catharticus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7547	Bromus ciliatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7548	Bromus diandrus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7549	Bromus grandis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7550	Bromus hordeaceus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7551	Bromus inermis ssp. inermis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7552	Bromus japonicus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7553	Bromus laevipes	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7554	Bromus madritensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7555	Bromus madritensis ssp. madritensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7556	Bromus madritensis ssp. rubens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7557	Bromus orcuttianus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7558	Bromus secalinus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7559	Bromus stamineus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7560	Bromus sterilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7561	Bromus suksdorfii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7562	Bromus tectorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7563	Bromus trinii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7564	Bromus vulgaris	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7565	Calamagrostis bolanderi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7566	Calamagrostis breweri	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7567	Calamagrostis canadensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7568	Calamagrostis foliosa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7569	Calamagrostis koelerioides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7570	Calamagrostis nutkaensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7571	Calamagrostis ophitidis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7572	Calamagrostis purpurascens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7573	Calamagrostis rubescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7574	Calamagrostis stricta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7575	Calamagrostis stricta ssp. inexpansa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7576	Calamagrostis stricta ssp. stricta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7577	Cenchrus ciliaris	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7578	Cenchrus echinatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7579	Cenchrus incertus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7580	Cenchrus longispinus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7581	Chloris gayana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7582	Chloris verticillata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7583	Chloris virgata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7584	Cinna bolanderi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7585	Cinna latifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7586	Cortaderia jubata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7587	Cortaderia selloana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7588	Crypsis alopecuroides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7589	Crypsis schoenoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7590	Crypsis vaginiflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7591	Cynodon dactylon	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7592	Cynodon plectostachyus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7593	Cynodon transvaalensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7594	Cynosurus cristatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7595	Cynosurus echinatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7596	Dactylis glomerata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7597	Dactyloctenium aegyptium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7598	Danthonia californica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7599	Danthonia californica var. americana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7600	Danthonia californica var. californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7601	Danthonia intermedia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7602	Danthonia pilosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7603	Danthonia unispicata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7604	Deschampsia atropurpurea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7605	Deschampsia cespitosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7606	Deschampsia cespitosa ssp. cespitosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7607	Deschampsia cespitosa ssp. holciformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7608	Deschampsia danthonioides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7609	Deschampsia elongata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7610	Desmazeria rigida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7611	Digitaria ischaemum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7612	Digitaria sanguinalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7613	Dissanthelium californicum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7614	Distichlis spicata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7615	Echinochloa colona	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7616	Echinochloa crus-galli	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7617	Echinochloa crus-pavonis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7618	Echinochloa muricata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7619	Echinochloa oryzoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7620	Ehrharta calycina	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7621	Ehrharta erecta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7622	Eleusine indica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7623	Eleusine tristachya	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7624	Elymus arizonicus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7625	Elymus californicus	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7626	Elymus canadensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7627	Elymus elymoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7628	Elymus elymoides ssp. brevifolius	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7629	Elymus elymoides ssp. californicus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7630	Elymus elymoides ssp. elymoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7631	Elymus elymoides ssp. hordeoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7632	Elymus glaucus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7633	Elymus glaucus ssp. glaucus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7634	Elymus glaucus ssp. jepsonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7635	Elymus glaucus ssp. virescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7636	Elymus lanceolatus ssp. lanceolatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7637	Elymus multisetus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7638	Elymus scribneri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7639	Elymus sierrae	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7640	Elymus stebbinsii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7641	Elymus trachycaulus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7642	Elymus trachycaulus ssp. subsecundus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7643	Elymus trachycaulus ssp. trachycaulus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7644	Elytrigia elongata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7645	Elytrigia intermedia ssp. intermedia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7646	Elytrigia juncea ssp. boreo-atlantica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7647	Elytrigia pontica ssp. pontica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7648	Elytrigia repens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7649	Enneapogon desvauxii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7650	Eragrostis barrelieri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7651	Eragrostis cilianensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7652	Eragrostis curvula var. curvula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7653	Eragrostis hypnoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7654	Eragrostis lehmanniana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7655	Eragrostis lutescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7656	Eragrostis mexicana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7657	Eragrostis mexicana ssp. mexicana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7658	Eragrostis mexicana ssp. virescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7659	Eragrostis minor	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7660	Eragrostis pectinacea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7661	Eragrostis pectinacea var. miserrima	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7662	Eragrostis pectinacea var. pectinacea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7663	Eragrostis pilosa var. pilosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7664	Eriochloa acuminata var. acuminata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7665	Eriochloa aristata var. aristata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7666	Eriochloa contracta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7667	Erioneuron pilosum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7668	Erioneuron pulchellum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7669	Festuca arundinacea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7670	Festuca brachyphylla ssp. coloradensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7671	Festuca californica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7672	Festuca elmeri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7673	Festuca idahoensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7674	Festuca kingii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7675	Festuca minutiflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7676	Festuca occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7677	Festuca pratensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7678	Festuca rubra	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7679	Festuca saximontana var. purpusiana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7680	Festuca subulata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7681	Festuca subuliflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7682	Festuca trachyphylla	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7683	Festuca viridula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7684	Gastridium ventricosum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7685	Glyceria borealis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7686	Glyceria elata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7687	Glyceria grandis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7688	Glyceria leptostachya	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7689	Glyceria occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7690	Glyceria striata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7691	Hainardia cylindrica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7692	Hesperostipa comata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7693	Hesperostipa comata ssp. comata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7694	Hesperostipa comata ssp. intermedia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7695	Heteropogon contortus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7696	Hierochloe occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7697	Hierochloe odorata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7698	Holcus lanatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7699	Holcus mollis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7700	Hordeum arizonicum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7701	Hordeum brachyantherum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7702	Hordeum brachyantherum ssp. brachyantherum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7703	Hordeum brachyantherum ssp. californicum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
