id	taxon	N	country	state	county	place.name	collection	accession	notes	created.by	created.date	modified.by	modified.date	source.family	source.taxon	source.genus	source.species	source.subspp.taxa	source.original.location	collection.type	collection.date	source.N	sun_shade	RefFile	RefRecord	Notes	blade_area_cm2	specific_leaf_area_cm2_g-1	blade_length_cm	blade_width_cm	leaf_thickness_micron	Num_lflets
919	Rhamnus californica ssp. californica	3	NA	NA	NA	NA	SABG			D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus californica ssp. californica	Rhamnus	californica	ssp._californica		botanic garden	00xxxx	3	Sun	LfDat00.xls/SABG.2000	27	ssp name added by default	20.46	134.35	6.70	3.00	221.16	1
920	Rhamnus californica ssp. californica	2	NA	NA	NA	NA	WPA	595-66*A		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus californica ssp. californica	Rhamnus	californica	ssp._californica		botanic garden	09/07/01	2	Sun	LfDat01.xls/WPA.2001	145	ssp name added by default	11.90	147.60	6.27	1.93		1
921	Rhamnus californica ssp. californica	4	NA	NA	NA	NA	UCBG	94.1496		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus californica ssp. californica	Rhamnus	californica	ssp._californica		botanic garden	07/24/01	4	Shade	LfDat01.xls/UCBG.2001	209	shade	14.80	136.11	7.60	2.93		1
922	Rhamnus californica ssp. californica	3	NA	NA	NA	NA	UCBG	77.0622		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus californica ssp. californica	Rhamnus	californica	ssp._californica		botanic garden	07/24/01	3	Shade	LfDat01.xls/UCBG.2001	208	shade	14.01	145.70	6.27	2.70		1
923	Rhamnus tomentella ssp. crassifolia	4	NA	NA	NA	NA	UCBG	90.1560		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus californica ssp. crassifolia	Rhamnus	californica	ssp._crassifolia		botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	210		2.89	57.55	3.13	1.27		1
924	Rhamnus caroliniana	3	NA	NA	NA	NA	UCBG	822093		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus caroliniana	Rhamnus	caroliniana			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	26		21.65	196.60	8.30	3.70	130.38	1
925	Rhamnus catharticus	4	NA	NA	NA	NA	UCBG	xx		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus catharticus	Rhamnus	catharticus			botanic garden	00xxxx	4	Sun	LfDat00.xls/UCBG.2000	27		10.66	131.06	4.03	3.55	163.51	1
926	Rhamnus catharticus	6	NA	NA	NA	NA	WPA	961-37*A		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus catharticus	Rhamnus	catharticus			botanic garden	09/07/01	6	Sun	LfDat01.xls/WPA.2001	146		16.24	147.60	6.07	3.50		1
927	Rhamnus crenatus	3	NA	NA	NA	NA	UCBG	80.1066		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus crenatus	Rhamnus	crenatus			botanic garden	07/24/01	3	Sun	LfDat01.xls/UCBG.2001	211		17.29	131.99	7.33	3.60		1
928	Rhamnus crocea	4	NA	NA	NA	NA	UCBG	891957		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus crocea	Rhamnus	crocea			botanic garden	00xxxx	4	Sun	LfDat00.xls/UCBG.2000	28		0.42	54.33	0.88	0.55	268.17	1
929	Rhamnus crocea	5	NA	NA	NA	NA	UCBG	92.0942		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus crocea	Rhamnus	crocea			botanic garden	06/19/01	5	Sun	LfDat01.xls/UCBG.2001	107	labelled ssp insula; not recognized in Jepson	1.58	78.96	2.17	1.30		1
930	Rhamnus crocea	5	NA	NA	NA	NA	UCBG	63.1014		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus crocea	Rhamnus	crocea			botanic garden	07/24/01	5	Sun	LfDat01.xls/UCBG.2001	212		0.48	89.81	0.73	0.57		1
931	Rhamnus crocea	4	NA	NA	NA	NA	UCBG	82.1037		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus crocea	Rhamnus	crocea			botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	213		0.39	108.45	0.70	0.37		1
932	Rhamnus esquirolii	5	NA	NA	NA	NA	UCBG	80.1050		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus esquirolii	Rhamnus	esquirolii			botanic garden	07/24/01	5	Sun	LfDat01.xls/UCBG.2001	214		29.09	114.06	11.27	4.37		1
933	Rhamnus frangula	4	NA	NA	NA	NA	UCBG	960662		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus frangula	Rhamnus	frangula			botanic garden	00xxxx	4	Sun	LfDat00.xls/UCBG.2000	29		7.58	130.43	3.88	2.58	219.46	1
934	Rhamnus ilicifolia	7	NA	NA	NA	NA	UCBG	82.1432		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus ilicifolia	Rhamnus	ilicifolia			botanic garden	07/24/01	7	Sun	LfDat01.xls/UCBG.2001	215		1.24	59.79	1.50	0.87		1
935	Rhamnus mucronata	4	Mexico	Chiapas	NA	NA	UCBG	81.1025		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus mucronata	Rhamnus	mucronata		Chiapas	botanic garden	03/23/01	4	Sun	LfDat01.xls/UCBG.2001	45		18.67	105.27	9.52	2.93		1
936	Rhamnus mucronata	3	NA	NA	NA	NA	SABG			D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus mucronata	Rhamnus	mucronata			botanic garden	00xxxx	3	Sun	LfDat00.xls/SABG.2000	28		32.57	82.03	9.40	4.03	271.80	1
937	Rhamnus palestinus	4	NA	NA	NA	NA	UCBG	790322		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus palestinus	Rhamnus	palestinus			botanic garden	00xxxx	4	Sun	LfDat00.xls/UCBG.2000	30		0.90	76.74	1.58	0.75	266.69	1
938	Rhamnus pirifolia	3	NA	NA	NA	NA	UCBG	671218		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus pirifolia	Rhamnus	pirifolia			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	31		17.07	125.70	5.57	3.37	224.09	1
939	Rhamnus pirifolia	4	NA	NA	NA	NA	UCSC	95.1		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus pirifolia	Rhamnus	pirifolia			botanic garden	8/17/01	4	Shade	LfDat01.xls/UCSC.2001	56	shade	3.44	76.48	3.43	1.87		1
940	Rhamnus purshiana	5	USA/Canada	NA	NA	Hwy 70, E of Caribou	UCSC			D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus purshiana	Rhamnus	purshiana		Hwy 70, E of Caribou	botanic garden	8/17/01	5	Sun	LfDat01.xls/UCSC.2001	57		16.91	101.87	7.43	4.00		1
941	Rhamnus purshiana	3	NA	NA	NA	NA	UCBG	xx		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus purshiana	Rhamnus	purshiana			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	32		23.62	150.05	7.90	4.00	193.53	1
942	Rhamnus purshiana	3	NA	NA	NA	NA	SABG			D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus purshiana	Rhamnus	purshiana			botanic garden	00xxxx	3	Sun	LfDat00.xls/SABG.2000	29		69.51	172.24				1
943	Rhamnus rubra var. obtussisima	4	NA	NA	NA	NA	UCBG	831245		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus rubra var. obtussisima	Rhamnus	rubra	var._obtussisima		botanic garden	00xxxx	4	Sun	LfDat00.xls/UCBG.2000	33		8.95	156.18	5.15	2.23	177.05	1
944	Rhamnus rubra var. rubra	4	NA	NA	NA	NA	WPA	496-61*A		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus rubra var. rubra	Rhamnus	rubra	var._rubra		botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	147	var name added by default	9.89	92.02	5.20	2.30		1
945	Rhamnus tomentella ssp. tomentella	3	NA	NA	NA	NA	UCSC			D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus tomentella ssp. tomentella	Rhamnus	tomentella	ssp._tomentella	by fence, no #	botanic garden	8/17/01	3	Shade	LfDat01.xls/UCSC.2001	58	shade; ssp name added by default	17.05	116.23	4.50	2.97		1
946	Rhamnus tomentella ssp. tomentella	5	NA	NA	NA	NA	UCBG	93.1205		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus tomentella ssp. tomentella	Rhamnus	tomentella	ssp._tomentella		botanic garden	07/24/01	5	Sun	LfDat01.xls/UCBG.2001	216	ssp name added by default	10.46	79.73	5.30	2.43		1
947	Rhamnus tomentella ssp. tomentella	4	NA	NA	NA	NA	UCBG	93.1205		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus tomentella ssp. tomentella	Rhamnus	tomentella	ssp._tomentella		botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	217	ssp name added by default	10.96	101.69	5.90	2.47		1
948	Rhamnus tomentella ssp. tomentella	3	NA	NA	NA	NA	UCBG	831301		D. Ackerly	7/13/06			RHAMNACEAE	Rhamnus tomentella ssp. tomentella	Rhamnus	tomentella	ssp._tomentella		botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	34		9.79	101.85	5.90	2.10	215.45	1
949	Rhaphiolepis umbellata	4	NA	NA	NA	NA	UCBG	90.094		D. Ackerly	7/13/06			ROSACEAE	Rhaphiolepis umbellata	Rhaphiolepis	umbellata			botanic garden	06/19/01	4	Sun	LfDat01.xls/UCBG.2001	105		13.41	41.05	5.80	3.60		1
950	Rhaphiolepis umbellata	4	NA	NA	NA	NA	WPA	141-90*A		D. Ackerly	7/13/06			ROSACEAE	Rhaphiolepis umbellata	Rhaphiolepis	umbellata			botanic garden	09/07/01	4	Shade	LfDat01.xls/WPA.2001	148	shade	6.97	79.69	5.13	1.73		1
951	Rhodotypos scandens	3	NA	NA	NA	NA	UCBG	86.0676		D. Ackerly	7/13/06			ROSACEAE	Rhodotypos scandens	Rhodotypos	scandens			botanic garden	06/19/01	3	Sun	LfDat01.xls/UCBG.2001	108		43.66	226.75	10.93	6.70		1
952	Rhus aromatica	6	NA	NA	NA	NA	WPA	756-42*A		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus aromatica	Rhus	aromatica			botanic garden	9/7/05	6	Sun	LfDat01.xls/WPA.2001	149		10.41	141.90	6.07	3.43		3
953	Rhus aromatica	6	NA	NA	NA	NA	WPA	756-42*A		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus aromatica	Rhus	aromatica			botanic garden	9/7/01	6	Sun	LfDat01.xls/WPA.2001	149		10.41	141.90	6.07	3.43		3
954	Rhus aromatica	3	Canada	ON	NA	Ottawa R. Ontario	UCJEP	906974		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus aromatica	Rhus	aromatica		Ottawa R. Ontario	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	21		7.00	149.68				7
955	Rhus aromatica	3	USA	WV	Wirt	NA	UCJEP	869515		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus aromatica	Rhus	aromatica		Wirt Co. W. Virginia	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	20		6.00	195.44				7
956	Rhus chinensis	4	NA	NA	NA	NA	UCBG	95.1257		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus chinensis	Rhus	chinensis			botanic garden	6/19/01	4	Sun	LfDat01.xls/UCBG.2001	109	Didn't collect full leaves	51.82	206.62	10.93	6.30		11
957	Rhus chinensis	4	NA	NA	NA	NA	WPA	65-86*A		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus chinensis	Rhus	chinensis			botanic garden	9/7/05	4	Sun	LfDat01.xls/WPA.2001	150		51.04	159.50	12.17	5.83		11
958	Rhus chinensis	3	NA	NA	NA	NA	WPA	65-86*A		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus chinensis	Rhus	chinensis			botanic garden	9/7/05	3	Sun	LfDat01.xls/WPA.2001	151		26.27	127.10	9.20	4.33		10
959	Rhus chinensis	4	NA	NA	NA	NA	UCBG	95.1257		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus chinensis	Rhus	chinensis			botanic garden	6/19/01	4	Sun	LfDat01.xls/UCBG.2001	109	Didn't collect full leaves	51.82	206.62	10.93	6.30		11
960	Rhus chinensis	4	NA	NA	NA	NA	WPA	65-86*A		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus chinensis	Rhus	chinensis			botanic garden	9/7/01	4	Sun	LfDat01.xls/WPA.2001	150		51.04	159.50	12.17	5.83		11
961	Rhus chinensis	3	NA	NA	NA	NA	WPA	65-86*A		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus chinensis	Rhus	chinensis			botanic garden	9/7/01	3	Sun	LfDat01.xls/WPA.2001	151		26.27	127.10	9.20	4.33		10
962	Rhus chinensis	1	China	NA	NA	Hong Kong	UCJEP	1416758		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus chinensis	Rhus	chinensis		Hong Kong	herbarium	2/20/03	1	Sun	LfDat01/UCJEP.2003	22		14.50	77.09				7
963	Rhus choriophylla	14	NA	NA	NA	NA	UCBG	90.0/00		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus choriophylla	Rhus	choriophylla			botanic garden	3/15/03	14	Sun	LfDat01/UCJEP.2003	64		6.84	36.46				5.00
964	Rhus choriophylla	3	USA	AZ	NA	NA	UCJEP	540068		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus choriophylla	Rhus	choriophylla		Arizona	herbarium	3/15/03	3	Sun	LfDat01/UCJEP.2003	61		2.42	75.32				5.00
965	Rhus choriophylla		USA	AZ	NA	NA	UCJEP	1373749		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus choriophylla	Rhus	choriophylla		Arizona	herbarium	3/15/03		Sun	LfDat01/UCJEP.2003	62			45.42				
966	Rhus choriophylla		USA	AZ	NA	NA	UCJEP	869680		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus choriophylla	Rhus	choriophylla		Arizona	herbarium	3/15/03		Sun	LfDat01/UCJEP.2003	63			63.66				
967	Rhus copallina ssp. lanceolata	3	USA	TX	NA	Austin	UCJEP	869684		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus copallina ssp. lanceolata	Rhus	copallina	ssp. lanceolata	Austin TX	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	26		2.60	76.47				7
968	Rhus copallina var. copallina	24	NA	NA	NA	NA	UCBG	85.0481		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus copallina var. copallina	Rhus	copallina	var. copallina		botanic garden	6/19/01	24	Sun	LfDat01.xls/UCBG.2001	110		5.42	101.93	5.20	1.70		13
969	Rhus copallina var. copallina	3	USA	IL	Jackson	NA	UCJEP	869541		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus copallina var. copallina	Rhus	copallina	var. copallina	Jackson Co., IL	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	25		10.37	115.19				7
970	Rhus copallina var. copallina	4	USA	IN	Marshal	NA	UCJEP	869533		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus copallina var. copallina	Rhus	copallina	var. copallina	Marshal Co., IN	herbarium	2/20/03	4	Sun	LfDat01/UCJEP.2003	23		7.00	107.44				7
971	Rhus copallina var. copallina	3	USA	 PA	Westmoreland	NA	UCJEP	869534		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus copallina var. copallina	Rhus	copallina	var. copallina	Westmoreland Co., PA	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	24		7.97	122.38				7
972	Rhus copallinum	24	NA	NA	NA	NA	UCBG	85.0481		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus copallinum	Rhus	copallinum			botanic garden	6/19/01	24	Sun	LfDat01.xls/UCBG.2001	110		5.42	101.93	5.20	1.70		13
973	Rhus coriaria	12	NA	NA	NA	NA	UCBG	92.0445		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus coriaria	Rhus	coriaria			botanic garden	7/24/01	12	Sun	LfDat01.xls/UCBG.2001	218		3.43	82.58	3.60	1.43		14.5
974	Rhus coriaria	12	NA	NA	NA	NA	UCBG	92.0445		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus coriaria	Rhus	coriaria			botanic garden	7/24/01	12	Sun	LfDat01.xls/UCBG.2001	218		3.43	82.58	3.60	1.43		15
975	Rhus glabra	4	NA	NA	NA	NA	WPA	N.A.		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus glabra	Rhus	glabra			botanic garden	9/7/05	4	Sun	LfDat01.xls/WPA.2001	152		8.48	125.60	6.00	2.07		12
976	Rhus glabra	4	NA	NA	NA	NA	WPA	N.A.		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus glabra	Rhus	glabra			botanic garden	9/7/01	4	Sun	LfDat01.xls/WPA.2001	152		8.48	125.60	6.00	2.07		12
977	Rhus integrifolia	5	USA	CA	Santa Barabara	Santa Cruz Island	UCBG	95.0525		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus integrifolia	Rhus	integrifolia		Santa Cruz Island, Santa Barbara Co.	botanic garden	2/15/01	5	Sun	LfDat01.xls/UCBG.2001	11		14.06	36.76	5.43	3.80		1
978	Rhus integrifolia	3	NA	NA	NA	NA	UCSC	79.225		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus integrifolia	Rhus	integrifolia			botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	1		10.96	69.97	4.70	2.77		1
979	Rhus integrifolia	5	USA	CA	Santa Barabara	Santa Cruz Island	UCBG	95.0525		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus integrifolia	Rhus	integrifolia		Santa Cruz Island, Santa Barbara Co.	botanic garden	2/15/01	5	Sun	LfDat01.xls/UCBG.2001	11		14.06	36.76	5.43	3.80		1
980	Rhus integrifolia	3	NA	NA	NA	NA	UCSC	79.225		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus integrifolia	Rhus	integrifolia			botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	1		10.96	69.97	4.70	2.77		1
981	Rhus integrifolia	1	NA	NA	NA	NA	UCJEP	303778		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus integrifolia	Rhus	integrifolia		smasch	herbarium	2/20/03	1	Sun	LfDat01/UCJEP.2003	27		15.70	28.00				1
982	Rhus integrifolia	1	NA	NA	NA	NA	UCJEP	1587676		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus integrifolia	Rhus	integrifolia		smasch	herbarium	2/20/03	1	Sun	LfDat01/UCJEP.2003	28		3.90	34.02				1
983	Rhus kearneyi	2	Mexico	Baja CA	NA	NA	UCJEP	1361668		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus kearneyi	Rhus	kearneyi		Baja Cal.	herbarium	2/20/03	2	Sun	LfDat01/UCJEP.2003	29		8.40	58.58				1
984	Rhus kearneyi	3	Mexico	Baja CA	NA	NA	UCJEP	1472734		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus kearneyi	Rhus	kearneyi		Baja Cal.	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	31		5.73	35.67				1
985	Rhus kearneyi	3	Mexico	Baja CA	NA	Sierra San Borja	UCJEP	1361670		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus kearneyi	Rhus	kearneyi		Sierra San Borja, Baja Cal	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	30		4.73	49.10				1
986	Rhus kearneyi	3	Mexico	Sonora	NA	NA	UCJEP	1489492		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus kearneyi	Rhus	kearneyi		Sonora, Mex	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	32		7.77	38.41				1
987	Malosma laurina	4	USA	CA	Santa Barabara	 Rattlesnake Canyon	UCBG	91.1404		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus laurina	Rhus	laurina		Santa Barbara Co., Rattlesnake Canyon	botanic garden	2/15/01	4	Sun	LfDat01.xls/UCBG.2001	8	leaves reddened	7.61	61.20	4.33	2.13		1
988	Malosma laurina	3	NA	NA	NA	NA	UCSC	90.456		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus laurina	Rhus	laurina			botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	2		20.33	67.76	7.53	3.03		1
989	Malosma laurina	3	NA	NA	NA	NA	UCBG	73.0627		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus laurina	Rhus	laurina			botanic garden	7/24/01	3	Sun	LfDat01.xls/UCBG.2001	219		13.92	56.73	6.30	2.73		1
990	Rhus lentii	2	Mexico	NA	NA	Cedros Isl	UCJEP	1347935		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus lentii	Rhus	lentii		Cedros Isl, Mex	herbarium	2/20/03	2	Sun	LfDat01/UCJEP.2003	33		4.70	27.72				1
991	Rhus lentii	3	Mexico	NA	NA	Cedros Isl	UCJEP	M034848		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus lentii	Rhus	lentii		Cedros Isl, Mex	herbarium	2/20/03	3	Sun	LfDat01/UCJEP.2003	34		3.63	25.44				1
992	Rhus lentii	2	Mexico	NA	NA	Cedros Isl	UCJEP	M235534		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus lentii	Rhus	lentii		Cedros Isl, Mex	herbarium	2/20/03	2	Sun	LfDat01/UCJEP.2003	35		19.45	53.11				1
993	Rhus microphylla	30	NA	NA	NA	NA	UCBG	93.1332		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus microphylla	Rhus	microphylla			botanic garden	6/19/01	30	Sun	LfDat01.xls/UCBG.2001	111		0.32	84.91	1.27	0.47		10
994	Rhus microphylla	30	NA	NA	NA	NA	UCBG	93.1332		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus microphylla	Rhus	microphylla			botanic garden	6/19/01	30	Sun	LfDat01.xls/UCBG.2001	111		0.32	84.91	1.27	0.47		10
995	Rhus microphylla	8	USA	NM	Eddy	NA	UCJEP	M283565		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus microphylla	Rhus	microphylla		Eddy Co., NM	herbarium	2/20/03	8	Sun	LfDat01/UCJEP.2003	37		0.14	60.77				7
996	Rhus microphylla	8	USA	TX	Lubbock	NA	UCJEP	M285927		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus microphylla	Rhus	microphylla		Lubbock Co. TX	herbarium	2/20/03	8	Sun	LfDat01/UCJEP.2003	38		0.15	72.12				7
997	Rhus microphylla	8	USA	TX	Taylor	NA	UCJEP	869606		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus microphylla	Rhus	microphylla		Taylor Co., TX	herbarium	2/20/03	8	Sun	LfDat01/UCJEP.2003	36		0.15	86.01				7
998	Rhus muelleri	5	Mexico	Nuevo Leon	NA	NA	UCBG	98.0265		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus muelleri	Rhus	muelleri		Nuevo Leon	botanic garden	3/23/01	5	Sun	LfDat01.xls/UCBG.2001	34		42.79	34.36	9.97	5.80		1
999	Rhus muelleri	3	Mexico	Nuevo Leon	NA	NA	UCBG	90.2457		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus muelleri	Rhus	muelleri		Nuevo Leon	botanic garden	3/23/01	3	Sun	LfDat01.xls/UCBG.2001	43		38.04	36.64	10.17	5.25		1
1000	Rhus muelleri	5	Mexico	Nuevo Leon	NA	NA	UCBG	98.0265		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus muelleri	Rhus	muelleri		Nuevo Leon	botanic garden	3/23/01	5	Sun	LfDat01.xls/UCBG.2001	34		42.79	34.36	9.97	5.80		1
1001	Rhus muelleri	3	Mexico	Nuevo Leon	NA	NA	UCBG	90.2457		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus muelleri	Rhus	muelleri		Nuevo Leon	botanic garden	3/23/01	3	Sun	LfDat01.xls/UCBG.2001	43		38.04	36.64	10.17	5.25		1
1002	Rhus oaxacana	21	Mexico	Oaxaca	NA	NA	UCBG	92.0494		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus oaxacana	Rhus	oaxacana		Oaxaca, Mexico	botanic garden	3/23/01	21	Sun	LfDat01.xls/UCBG.2001	56		16.83	36.27	#DIV/0!	#DIV/0!		7
1003	Rhus oaxacana	21	Mexico	Oaxaca	NA	NA	UCBG	92.0494		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus oaxacana	Rhus	oaxacana		Oaxaca, Mexico	botanic garden	3/23/01	21	Sun	LfDat01.xls/UCBG.2001	56		16.83	36.27				7
1004	Rhus ovata	4	USA	CA	San Dimas	NA	UCBG	73.0618		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus ovata	Rhus	ovata		San Dimas, LA Co.	botanic garden	2/15/01	4	Sun	LfDat01.xls/UCBG.2001	16		16.33	29.72	5.83	4.53		1
1005	Rhus ovata	4	USA	CA	San Dimas	NA	UCBG	73.0618		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus ovata	Rhus	ovata		San Dimas, LA Co.	botanic garden	2/15/01	4	Sun	LfDat01.xls/UCBG.2001	16		16.33	29.72	5.83	4.53		1
1006	Rhus ovata	1	USA	CA	San Diego	Potrero	UCJEP	1745883		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus ovata	Rhus	ovata		Potrero, S. Diego Co	herbarium	2/20/03	1	Sun	LfDat01/UCJEP.2003	40		8.10	40.55				1
1007	Rhus ovata	2	NA	NA	NA	NA	UCJEP	130527		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus ovata	Rhus	ovata		smasch	herbarium	2/20/03	2	Sun	LfDat01/UCJEP.2003	39		10.95	27.46				1
1008	Rhus pachyrrachis	32	Mexico	Nuevo Leon	NA	NA	UCBG	94.016		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus pachyrrachis	Rhus	pachyrrachis		Nuevo Leon	botanic garden	3/23/01	32	Sun	LfDat01.xls/UCBG.2001	24		2.74	46.25	#DIV/0!	#DIV/0!		10.5
1009	Rhus pachyrrachis	29	Mexico	Nuevo Leon	NA	NA	UCBG	90.2461		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus pachyrrachis	Rhus	pachyrrachis		Nuevo Leon	botanic garden	3/23/01	29	Sun	LfDat01.xls/UCBG.2001	39		1.62	51.98	#DIV/0!	#DIV/0!		9.5
1010	Rhus pachyrrachis	31	Mexico	Queretero State	NA	NA	UCBG	98.03		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus pachyrrachis	Rhus	pachyrrachis		Queretero State, Mexico	botanic garden	3/23/01	31	Sun	LfDat01.xls/UCBG.2001	54	count leaflets if necessary!!!!!!	6.36	48.03	#DIV/0!	#DIV/0!		1
1011	Rhus pachyrrachis	32	Mexico	Nuevo Leon	NA	NA	UCBG	94.016		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus pachyrrachis	Rhus	pachyrrachis		Nuevo Leon	botanic garden	3/23/01	32	Sun	LfDat01.xls/UCBG.2001	24		2.74	46.25				11
1012	Rhus pachyrrachis	29	Mexico	Nuevo Leon	NA	NA	UCBG	90.2461		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus pachyrrachis	Rhus	pachyrrachis		Nuevo Leon	botanic garden	3/23/01	29	Sun	LfDat01.xls/UCBG.2001	39		1.62	51.98				10
1013	Rhus pachyrrachis	31	Mexico	Queretero State	NA	NA	UCBG	98.03		D. Ackerly	7/13/06			ANACARDIACEAE	Rhus pachyrrachis	Rhus	pachyrrachis		Queretero State, Mexico	botanic garden	3/23/01	31	Sun	LfDat01.xls/UCBG.2001	54	count leaflets if necessary!!!!!!	6.36	48.03				1
