id	taxon	N	country	state	county	place.name	collection	accession	notes	created.by	created.date	modified.by	modified.date	source.family	source.taxon	source.genus	source.species	source.subspp.taxa	source.original.location	collection.type	collection.date	source.N	sun_shade	RefFile	RefRecord	Notes	blade_area_cm2	specific_leaf_area_cm2_g-1	blade_length_cm	blade_width_cm	leaf_thickness_micron	Num_lflets
92	Arctostaphylos stanfordiana ssp. stanfordiana	5	NA	NA	NA	NA	SABG	87-0567		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos stanfordiana ssp. stanfordiana	Arctostaphylos	stanfordiana	ssp._stanfordiana		botanic garden	11/02/01	5	Sun	Strybing110201.xls/data	14	ssp added	2.41	46.33				1
93	Arctostaphylos tomentosa ssp. crustacea	3	NA	NA	NA	NA	SABG	62-0384		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos tomentosa ssp. crustacea	Arctostaphylos	tomentosa	ssp._crustacea		botanic garden	11/02/01	3	Sun	Strybing110201.xls/data	16		10.62	47.89				1
94	Arctostaphylos tomentosa ssp. crustacea	4	NA	NA	NA	NA	UCBG	82.1644		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos tomentosa ssp. crustacea	Arctostaphylos	tomentosa	ssp._crustacea		botanic garden	11/20/01	4	Sun	LfDat01.xls/UCBG11.20.01	22		5.92	60.43				1
95	Arctostaphylos tomentosa ssp. crustacea	4	NA	NA	NA	NA	UCBG	87.0284		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos tomentosa ssp. crustacea	Arctostaphylos	tomentosa	ssp._crustacea		botanic garden	11/20/01	4	Sun	LfDat01.xls/UCBG11.20.01	23		6.30	42.59				1
96	Arctostaphylos tomentosa ssp. rosei	3	NA	NA	NA	NA	SABG	62-0383		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos tomentosa ssp. rosei	Arctostaphylos	tomentosa	ssp._rosei		botanic garden	11/02/01	3	Sun	Strybing110201.xls/data	18		4.92	46.44				1
97	Arctostaphylos tomentosa ssp. rosei	4	NA	NA	NA	NA	SABG	62-0383		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos tomentosa ssp. rosei	Arctostaphylos	tomentosa	ssp._rosei		botanic garden	11/02/01	4	Sun	Strybing110201.xls/data	17		7.36	42.98				1
98	Arctostaphylos tomentosa ssp. tomentosa	3	NA	NA	NA	NA	SABG	Bed34D		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos tomentosa ssp. tomentosa	Arctostaphylos	tomentosa	ssp._tomentosa		botanic garden	11/02/01	3	Sun	Strybing110201.xls/data	15	ssp added	6.29	43.93				1
99	Arctostaphylos tomentosa ssp. tomentosa	4	NA	NA	NA	NA	UCBG	56.092		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos tomentosa ssp. tomentosa	Arctostaphylos	tomentosa	ssp._tomentosa		botanic garden	11/20/01	4	Sun	LfDat01.xls/UCBG11.20.01	21	ssp added	4.96	47.19				1
100	Arctostaphylos uva-ursi	4	NA	NA	NA	NA	SABG	Bed33B		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos uva-ursi	Arctostaphylos	uva-ursi			botanic garden	11/02/01	4	Sun	Strybing110201.xls/data	19		1.72	52.29				1
101	Arctostaphylos uva-ursi	5	NA	NA	NA	NA	UCBG	53.1087		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos uva-ursi	Arctostaphylos	uva-ursi			botanic garden	11/20/01	5	Sun	LfDat01.xls/UCBG11.20.01	25		1.57	54.99				1
102	Arctostaphylos uva-ursi	5	NA	NA	NA	NA	UCBG	91.1471		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos uva-ursi	Arctostaphylos	uva-ursi			botanic garden	11/20/01	5	Sun	LfDat01.xls/UCBG11.20.01	24		1.18	55.37				1
103	Arctostaphylos wellsii	5	NA	NA	NA	NA	UCBG	56.1002		D. Ackerly	7/13/06			ERICACEAE	Arctostaphylos wellsii	Arctostaphylos	wellsii			botanic garden	11/20/01	5	Sun	LfDat01.xls/UCBG11.20.01	26		1.53	53.72				1
104	Arctous alpina	2	USA	AK	NA	NA	UCJEP	UC1579114		D. Ackerly	7/13/06			ERICACEAE	Arctous alpina	Arctous	alpina		Alaska	herbarium	11/20/01	2	Sun	LFDat01.xls/UCJep11.20.01	3		1.44	108.81				1
105	Arctous alpina	2	Canada	NWT	NA	NA	UCJEP	UCM090265		D. Ackerly	7/13/06			ERICACEAE	Arctous alpina	Arctous	alpina		NWT Can 	herbarium	11/20/01	2	Sun	LFDat01.xls/UCJep11.20.01	1		1.10	116.36	1.50	1.10		1
106	Arctous alpina	2	Canada	Quebec	NA	NA	UCJEP	UC1376924		D. Ackerly	7/13/06			ERICACEAE	Arctous alpina	Arctous	alpina		Quebec Can	herbarium	11/20/01	2	Sun	LFDat01.xls/UCJep11.20.01	2		0.84	155.09				1
107	Arctous rubra	4	USA	AK	NA	NA	UCJEP	UC1579221		D. Ackerly	7/13/06			ERICACEAE	Arctous rubra	Arctous	rubra		Alaska	herbarium	11/20/01	4	Sun	LFDat01.xls/UCJep11.20.01	7		2.82	139.26				1
108	Arctous rubra	3	USA	AK	NA	NA	UCJEP	UC556320		D. Ackerly	7/13/06			ERICACEAE	Arctous rubra	Arctous	rubra		Alaska	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	6		1.78	74.39	2.10	1.10		1
109	Arctous rubra	4	USA/Canada?	AK?	NA	NA	UCJEP	UC494053		D. Ackerly	7/13/06			ERICACEAE	Arctous rubra	Arctous	rubra		Can / Alaska?	herbarium	11/20/01	4	Sun	LFDat01.xls/UCJep11.20.01	4		2.04	156.35				1
110	Arctous rubra	3	Canada	NA	NA	Mack. Basin Can	UCJEP	UC558059		D. Ackerly	7/13/06			ERICACEAE	Arctous rubra	Arctous	rubra		Mack. Basin Can	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	5		5.19	175.59				1
111	Aronia arbutifolia	3	NA	NA	NA	NA	WPA	685-60*A		D. Ackerly	7/13/06			ROSACEAE	Aronia arbutifolia	Aronia	arbutifolia			botanic garden	09/07/01	3	Sun	LfDat01.xls/WPA.2001	17		80.03	76.71	17.53	6.27		1
112	Aruncus dioicus var. dioicus	1	USA	NC	NA	NA	UCJEP	M282573		D. Ackerly	7/13/06			ROSACEAE	Aruncus dioicus var. dioicus	Aruncus	dioicus	var._dioicus	N. Am., N. Carolina	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	8	compound leaf, measures on leaflets, var added	37.51	428.17	9.63	5.43		
113	Aruncus dioicus var. dioicus		USA	WA	NA	NA	UCJEP	731188		D. Ackerly	7/13/06			ROSACEAE	Aruncus dioicus var. dioicus	Aruncus	dioicus	var._dioicus	N. Am., Washington	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	9	var name added by default		276.50	4.63	2.80		1
114	Aruncus dioicus var. pubescens	1	USA	CA	NA	NA	UCJEP	45628		D. Ackerly	7/13/06			ROSACEAE	Aruncus dioicus var. pubescens	Aruncus	dioicus	var._pubescens	California	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	11		11.11	497.48				1
115	Aruncus dioicus var. pubescens		USA	CA	NA	NA	UCJEP	45626		D. Ackerly	7/13/06			ROSACEAE	Aruncus dioicus var. pubescens	Aruncus	dioicus	var._pubescens	California	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	12			379.64	6.20	3.57		1
116	Aruncus dioicus var. pubescens	1	USA	CA	NA	NA	UCJEP	45624		D. Ackerly	7/13/06			ROSACEAE	Aruncus dioicus var. pubescens	Aruncus	dioicus	var._pubescens	California	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	10		10.30	249.50	8.43	4.80		1
117	Aucuba chinensis	3	Taiwan	NA	NA	NA	UCBG	76.0209		D. Ackerly	7/13/06			AUCUBACEAE	Aucuba chinensis	Aucuba	chinensis		Taiwan	botanic garden	2/15/01	3	Sun	LfDat01.xls/UCBG.2001	2		54.36	113.95	17.20	5.07		1
118	Berchemia scandens	3	Mexico	Chiapas	NA	NA	UCBG	76.2184		D. Ackerly	7/13/06			RHAMNACEAE	Berchemia scandens	Berchemia	scandens		Chiapas, Mexico	botanic garden	03/23/01	3	Sun	LfDat01.xls/UCBG.2001	41		13.09	155.87	7.03	2.43		1
119	Ceanothus arboreus	3	NA	NA	NA	NA	UCBG	770413		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus arboreus	Ceanothus	arboreus			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	1		15.13	115.55	5.80	3.57	200.02	1
120	Ceanothus arboreus	3	NA	NA	NA	NA	UCBG	89.1079		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus arboreus	Ceanothus	arboreus			botanic garden	07/24/01	3	Sun	LfDat01.xls/UCBG.2001	121		23.72	104.80	7.03	4.70		1
121	Ceanothus arboreus	4	NA	NA	NA	NA	UCSC	98.396		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus arboreus	Ceanothus	arboreus			botanic garden	8/17/01	4	Sun	LfDat01.xls/UCSC.2001	7		8.97	57.90	4.17	2.90		1
122	Ceanothus cordulatus		NA	NA	NA	Stanford Univ greenhouses	Knight&Ackerly 2001			D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cordulatus	Ceanothus	cordulatus		Stanford Univ greenhouses	botanic garden			Sun	Field.Lit.Data	17			120.80				1
123	Ceanothus cordulatus	5	NA	NA	NA	NA	UCBG	93.1283		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cordulatus	Ceanothus	cordulatus			botanic garden	07/24/01	5	Sun	LfDat01.xls/UCBG.2001	122		4.55	417.61	1.43	0.83		1
124	Ceanothus crassifolius	5	NA	NA	NA	NA	UCBG	98.0647		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus crassifolius	Ceanothus	crassifolius			botanic garden	07/24/01	5	Sun	LfDat01.xls/UCBG.2001	125		0.50	38.66	0.87	0.47		1
125	Ceanothus crassifolius	4	NA	NA	NA	NA	UCBG	94.0349		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus crassifolius	Ceanothus	crassifolius			botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	124		3.55	27.67	2.73	1.53		1
126	Ceanothus crassifolius	6	NA	NA	NA	NA	UCBG	80.0116		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus crassifolius	Ceanothus	crassifolius			botanic garden	07/24/01	6	Sun	LfDat01.xls/UCBG.2001	123		4.45	23.52	3.77	1.90		1
127	Ceanothus cuneatus var. cuneatus		NA	NA	NA	Stanford Univ greenhouses	Knight&Ackerly 2001			D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cuneatus var. cuneatus	Ceanothus	cuneatus	var._cuneatus	Stanford Univ greenhouses	botanic garden			Sun	Field.Lit.Data	18	var name added by default		60.90				1
128	Ceanothus cuneatus var. cuneatus	4	NA	NA	NA	NA	UCBG	91.1209		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cuneatus var. cuneatus	Ceanothus	cuneatus	var._cuneatus		botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	127	var name added by default	0.43	57.05	0.83	0.37		1
129	Ceanothus cuneatus var. cuneatus	4	NA	NA	NA	NA	UCBG	831518		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cuneatus var. cuneatus	Ceanothus	cuneatus	var._cuneatus		botanic garden	00xxxx	4	Sun	LfDat00.xls/UCBG.2000	2	var name added by default	1.10	51.82	1.65	0.83	749.47	1
130	Ceanothus cuneatus var. cuneatus	4	NA	NA	NA	NA	UCBG	85.1225		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cuneatus var. cuneatus	Ceanothus	cuneatus	var._cuneatus		botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	126	var name added by default	0.59	51.53	1.03	0.53		1
131	Ceanothus cuneatus var. cuneatus	5	NA	NA	NA	NA	UCSC	90.6		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cuneatus var. cuneatus	Ceanothus	cuneatus	var._cuneatus		botanic garden	8/17/01	5	Shade	LfDat01.xls/UCSC.2001	9	shade; var name added by default	4.82	47.24	3.23	1.87		1
132	Ceanothus cuneatus var. fascicularis	5	NA	NA	NA	NA	UCBG	80.0115		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cuneatus var. fascicularis	Ceanothus	cuneatus	var._fascicularis		botanic garden	07/24/01	5	Sun	LfDat01.xls/UCBG.2001	128		0.69	52.50	1.33	0.47		1
133	Ceanothus cuneatus var. fascicularis	4	NA	NA	NA	NA	UCBG	88.1259		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cuneatus var. fascicularis	Ceanothus	cuneatus	var._fascicularis		botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	129		1.20	46.32	1.60	0.83		1
134	Ceanothus cuneatus var. rigidus	10	USA	CA	Monterey	Monterey Airport	UCSC	78.11		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cuneatus var. rigidus	Ceanothus	cuneatus	var._rigidus	Monterey Airport	botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	8		0.23	56.80	0.47	0.40		1
135	Ceanothus cuneatus var. rigidus	5	USA	CA	Monterey	NA	UCBG	87.1252		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cuneatus var. rigidus	Ceanothus	cuneatus	var._rigidus	Monterey Co.	botanic garden	03/23/01	5	Sun	LfDat01.xls/UCBG.2001	36		0.49	36.09	0.95	0.78		1
136	Ceanothus cyaneus	3	NA	NA	NA	NA	UCBG	920419		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus cyaneus	Ceanothus	cyaneus			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	3		4.69	84.88	3.37	1.83	249.40	1
137	Ceanothus divergens	3	NA	NA	NA	NA	UCBG	xx		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus divergens	Ceanothus	divergens			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	4		1.38	35.52	1.60	1.30	625.02	1
138	Ceanothus diversifolius	9	NA	NA	NA	NA	UCSC			D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus diversifolius	Ceanothus	diversifolius			botanic garden	8/17/01	9	Sun	LfDat01.xls/UCSC.2001	10		0.94	120.54	1.40	0.67		1
139	Ceanothus ferrisiae	3	NA	NA	NA	NA	UCBG	xx		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus ferrisae	Ceanothus	ferrisae			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	5		1.58	29.16	1.73	1.13	945.08	1
140	Ceanothus foliosus	6	NA	NA	NA	NA	UCBG	83.1170		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus foliosus	Ceanothus	foliosus			botanic garden	07/24/01	6	Sun	LfDat01.xls/UCBG.2001	130		1.41	76.73	1.83	0.90		1
141	Ceanothus foliosus	10	NA	NA	NA	NA	UCSC	78.140		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus foliosus	Ceanothus	foliosus			botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	11		0.15	72.80	0.63	0.30		1
142	Ceanothus foliosus	3	NA	NA	NA	NA	UCBG	831381		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus foliosus	Ceanothus	foliosus			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	6		0.35	65.19	0.83	0.47	260.76	1
143	Ceanothus gloriosus var. exaltatus	4	NA	NA	NA	NA	UCBG	88.1281		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus gloriosus var. exaltatus	Ceanothus	gloriosus	var._exaltatus		botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	131		4.66	51.26	2.70	1.97		1
144	Ceanothus gloriosus var. exaltatus	3	NA	NA	NA	NA	UCBG	95.1407		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus gloriosus var. exaltatus	Ceanothus	gloriosus	var._exaltatus		botanic garden	07/24/01	3	Sun	LfDat01.xls/UCBG.2001	132		5.92	45.60	3.30	2.23		1
145	Ceanothus gloriosus var. gloriosus	10	NA	NA	NA	Anchor Bay	UCSC	90.31		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus gloriosus var. gloriosus	Ceanothus	gloriosus	var._gloriosus	Anchor Bay	botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	12	var name added by default	0.95	35.17	1.13	1.07		1
146	Ceanothus gloriosus var. gloriosus		NA	NA	NA	Stanford Univ greenhouses	Knight&Ackerly 2001			D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus gloriosus var. gloriosus	Ceanothus	gloriosus	var._gloriosus	Stanford Univ greenhouses	botanic garden			Sun	Field.Lit.Data	19	var name added by default		52.20				1
147	Ceanothus gloriosus var. porrectus	4	NA	NA	NA	NA	UCBG	80.0828		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus gloriosus var. porrectus	Ceanothus	gloriosus	var._porrectus		botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	133		2.80	84.73	3.03	1.20		1
148	Ceanothus gloriosus var. porrectus	3	NA	NA	NA	NA	UCBG	900152		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus gloriosus var. porrectus	Ceanothus	gloriosus	var._porrectus		botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	7		0.70	43.35	1.13	0.73	664.12	1
149	Ceanothus griseus	4	USA	CA	NA	North of Pt. Sur	UCSC			D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus griseus	Ceanothus	griseus		North of Pt. Sur	botanic garden	8/17/01	4	Sun	LfDat01.xls/UCSC.2001	16		3.23	53.86	2.30	1.60		1
150	Ceanothus griseus		NA	NA	NA	Stanford Univ greenhouses	Knight&Ackerly 2001			D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus griseus	Ceanothus	griseus		Stanford Univ greenhouses	botanic garden			Sun	Field.Lit.Data	20			67.40				1
151	Ceanothus griseus	4	NA	NA	NA	NA	UCSC	2001.56		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus griseus	Ceanothus	griseus			botanic garden	8/17/01	4	Sun	LfDat01.xls/UCSC.2001	13	labelled var. horizontalis, mentioned but not recognized in Jepson	3.52	70.43	2.53	1.67		1
152	Ceanothus griseus	4	NA	NA	NA	NA	UCBG	61.1736		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus griseus	Ceanothus	griseus			botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	134		3.70	70.06	2.90	1.70		1
153	Ceanothus griseus	5	NA	NA	NA	NA	UCSC	90.770		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus griseus	Ceanothus	griseus			botanic garden	8/17/01	5	Sun	LfDat01.xls/UCSC.2001	15		2.84	64.64	2.50	1.27		1
154	Ceanothus hearstiorum		NA	NA	NA	Stanford Univ greenhouses	Knight&Ackerly 2001			D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus hearstiorum	Ceanothus	hearstiorum		Stanford Univ greenhouses	botanic garden			Sun	Field.Lit.Data	21			96.60				1
155	Ceanothus hearstiorum	3	NA	NA	NA	NA	UCBG	821079		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus hearstiorum	Ceanothus	hearstiorum			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	8		1.61	101.53	2.27	0.80	132.11	1
156	Ceanothus hearstiorum	4	NA	NA	NA	NA	UCBG	77.0416		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus hearstiorum	Ceanothus	hearstiorum			botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	135		1.23	90.91	2.13	0.67		1
157	Ceanothus hearstiorum	10	NA	NA	NA	NA	UCSC	2001.50		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus hearstiorum	Ceanothus	hearstiorum			botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	17		0.40	65.90	1.00	0.33		1
158	Ceanothus hearstiorum	4	NA	NA	NA	NA	UCSC	88.208		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus hearstiorum	Ceanothus	hearstiorum			botanic garden	8/17/01	4	Sun	LfDat01.xls/UCSC.2001	18		3.27		2.77	1.43		1
159	Ceanothus impressus	7	USA	CA	Santa Barabara	Vandenburg	UCBG	90.1691		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus impressus	Ceanothus	impressus		Santa Barbara Co.-CV Vandenburg	botanic garden	03/23/01	7	Sun	LfDat01.xls/UCBG.2001	31		0.16	64.04	0.53	0.50		1
160	Ceanothus impressus	10	NA	NA	NA	NA	UCSC	2001.10		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus impressus	Ceanothus	impressus			botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	19		0.12	118.60	0.30	0.17		1
161	Ceanothus impressus	10	NA	NA	NA	NA	UCSC	2001.10		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus impressus	Ceanothus	impressus			botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	20		0.07	37.25	0.23	0.13		1
162	Ceanothus incanus	3	NA	NA	NA	NA	UCBG	xx		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus incanus	Ceanothus	incanus			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	9		5.91	89.14	3.47	2.33	188.90	1
163	Ceanothus incanus	3	NA	NA	NA	NA	SABG			D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus incanus	Ceanothus	incanus			botanic garden	00xxxx	3	Sun	LfDat00.xls/SABG.2000	17		4.92	71.39	2.67	1.87	315.40	1
164	Ceanothus integerrimus		NA	NA	NA	Stanford Univ greenhouses	Knight&Ackerly 2001			D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus integerrimus var. integerrimus	Ceanothus	integerrimus	var._integerrimus	Stanford Univ greenhouses	botanic garden			Sun	Field.Lit.Data	22	var name added by default		149.40				1
165	Ceanothus integerrimus	4	NA	NA	NA	NA	UCBG	90.1566		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus integerrimus var. macrothyrsus	Ceanothus	integerrimus	var._macrothyrsus		botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	136		5.44	110.46	3.43	2.13		1
166	Ceanothus integerrimus	6	NA	NA	NA	NA	UCBG	87.1311		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus integerrimus var. macrothyrsus	Ceanothus	integerrimus	var._macrothyrsus		botanic garden	07/24/01	6	Sun	LfDat01.xls/UCBG.2001	137		2.61	101.82	2.47	1.47		1
167	Ceanothus integerrimus	3	NA	NA	NA	NA	UCBG	901566		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus integerrimus var. macrothyrsus	Ceanothus	integerrimus	var._macrothyrsus		botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	10		5.03	99.18	3.33	1.90	175.01	1
168	Ceanothus jepsonii var. jepsonii	3	NA	NA	NA	NA	UCBG	xx		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus jepsonii var. jepsonii	Ceanothus	jepsonii	var._jepsonii		botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	11		1.94	34.47	2.23	1.37	593.42	1
169	Ceanothus jepsonii var. jepsonii	4	NA	NA	NA	NA	UCBG	89.1959		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus jepsonii var. jepsonii	Ceanothus	jepsonii	var._jepsonii		botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	138		1.81	24.35	1.73	1.37		1
170	Ceanothus lemmonii	3	NA	NA	NA	NA	UCBG	90.1086		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus lemmonii	Ceanothus	lemmonii			botanic garden	07/24/01	3	Sun	LfDat01.xls/UCBG.2001	139		4.77	147.02	3.13	1.90		1
171	Ceanothus leucodermis	4	NA	NA	NA	NA	UCBG	82.1059		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus leucodermis	Ceanothus	leucodermis			botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	140		3.22	85.81	2.37	1.57		1
172	Ceanothus maritimus	5	USA	CA?	NA	Pt. Sierra	UCSC	90.15		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus maritimus	Ceanothus	maritimus		Pt. Sierra	botanic garden	8/17/01	5	Sun	LfDat01.xls/UCSC.2001	22		1.01	46.00	1.30	0.67		1
173	Ceanothus maritimus		NA	NA	NA	Stanford Univ greenhouses	Knight&Ackerly 2001			D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus maritimus	Ceanothus	maritimus		Stanford Univ greenhouses	botanic garden			Sun	Field.Lit.Data	23			48.40				1
174	Ceanothus maritimus	4	NA	NA	NA	NA	UCBG	64.1194		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus maritimus	Ceanothus	maritimus			botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	141		1.64	38.49	1.80	1.13		1
175	Ceanothus maritimus	5	NA	NA	NA	NA	UCBG	82.1074		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus maritimus	Ceanothus	maritimus			botanic garden	07/24/01	5	Sun	LfDat01.xls/UCBG.2001	142		0.96	37.94	1.43	0.77		1
176	Ceanothus maritimus	3	NA	NA	NA	NA	UCBG	900052		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus maritimus	Ceanothus	maritimus			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	12		1.87	34.81	2.10	1.13	715.40	1
177	Ceanothus maritimus	5	NA	NA	NA	NA	UCSC	90.8		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus maritimus	Ceanothus	maritimus			botanic garden	8/17/01	5	Sun	LfDat01.xls/UCSC.2001	23		1.14	33.42	1.53	0.67		1
178	Ceanothus maritimus	5	NA	NA	NA	NA	UCSC	90.11		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus maritimus	Ceanothus	maritimus			botanic garden	8/17/01	5	Sun	LfDat01.xls/UCSC.2001	21		0.73	30.51	1.07	0.63		1
179	Ceanothus maritimus	5	NA	NA	NA	NA	UCSC	90.9		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus maritimus	Ceanothus	maritimus			botanic garden	8/17/01	5	Sun	LfDat01.xls/UCSC.2001	24		0.68	17.03	1.43	0.97		1
180	Ceanothus masonii	4	NA	NA	NA	NA	UCBG	84.0009		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus masonii	Ceanothus	masonii			botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	144		1.92	48.67	1.87	1.13		1
181	Ceanothus masonii	4	NA	NA	NA	NA	UCBG	83.1425		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus masonii	Ceanothus	masonii			botanic garden	07/24/01	4	Sun	LfDat01.xls/UCBG.2001	143		1.62	48.18	1.60	1.10		1
182	Ceanothus megacarpus var. insularis	10	NA	NA	NA	NA	UCSC	79.192		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus megacarpus var. insularis	Ceanothus	megacarpus	var._insularis		botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	26		1.01	42.28	1.53	0.73		1
183	Ceanothus megacarpus var. insularis	5	NA	NA	NA	NA	UCSC	88.128		D. Ackerly	7/13/06			RHAMNACEAE	Ceanothus megacarpus var. insularis	Ceanothus	megacarpus	var._insularis		botanic garden	8/17/01	5	Sun	LfDat01.xls/UCSC.2001	25		1.69	24.82	1.97	1.73		1
