id	taxon	LowEl	HighEl
736	Chrysothamnus nauseosus ssp. washoensis	1500	1700
737	Chrysothamnus paniculatus	400	1600
738	Chrysothamnus parryi	700	3700
739	Chrysothamnus parryi ssp. asper	1900	3300
740	Chrysothamnus parryi ssp. imulus	2200	4100
741	Chrysothamnus parryi ssp. latior	700	1900
742	Chrysothamnus parryi ssp. monocephalus	2800	3700
743	Chrysothamnus parryi ssp. nevadensis	1100	2700
744	Chrysothamnus parryi ssp. vulcanicus	1400	3200
745	Chrysothamnus teretifolius	600	2400
746	Chrysothamnus viscidiflorus	900	4000
747	Chrysothamnus viscidiflorus ssp. axillaris	1300	2000
748	Chrysothamnus viscidiflorus ssp. lanceolatus	1200	2500
749	Chrysothamnus viscidiflorus ssp. puberulus	1500	3000
750	Chrysothamnus viscidiflorus ssp. viscidiflorus	900	4000
751	Cichorium endiva	0	200
752	Cichorium intybus	0	1500
753	Cirsium andersonii	1400	3200
754	Cirsium andrewsii	0	100
755	Cirsium arizonicum	2400	3700
756	Cirsium arvense	0	1800
757	Cirsium brevistylum	0	500
758	Cirsium canovirens	1600	3400
759	Cirsium ciliolatum	1000	1400
760	Cirsium crassicaule	0	100
761	Cirsium cymosum	100	2100
762	Cirsium douglasii	0	2200
763	Cirsium douglasii var. breweri	1000	2200
764	Cirsium douglasii var. douglasii	0	1000
765	Cirsium fontinale	0	800
766	Cirsium fontinale var. campylon	300	800
767	Cirsium fontinale var. fontinale	100	4100
768	Cirsium fontinale var. obispoense	0	300
769	Cirsium hydrophilum	0	500
770	Cirsium hydrophilum var. hydrophilum	0	100
771	Cirsium hydrophilum var. vaseyi	300	500
772	Cirsium loncholepis	0	100
773	Cirsium mohavense	400	2800
774	Cirsium neomexicanum	800	2100
775	Cirsium nidulum	1500	2300
776	Cirsium occidentale	0	3600
777	Cirsium occidentale var. californicum	0	2300
778	Cirsium occidentale var. candidissimum	0	1900
779	Cirsium occidentale var. compactum	0	100
780	Cirsium occidentale var. occidentale	0	200
781	Cirsium occidentale var. venustum	0	3600
782	Cirsium ochrocentrum	0	1700
783	Cirsium quercetorum	0	400
784	Cirsium remotifolium	0	2000
785	Cirsium rhothophilum	0	100
786	Cirsium scariosum	700	3400
787	Cirsium undulatum	0	1600
788	Cirsium vulgare	0	2300
789	Cnicus benedictus	0	800
790	Conyza bilbaoana	0	100
791	Conyza bonariensis	0	1000
792	Conyza canadensis	0	2000
793	Conyza coulteri	0	1000
794	Conyza floribunda	0	100
795	Coreopsis bigelovii	100	1500
796	Coreopsis californica var. californica	0	600
797	Coreopsis calliopsidea	200	1100
798	Coreopsis douglasii	100	600
799	Coreopsis gigantea	0	100
800	Coreopsis hamiltonii	600	1300
801	Coreopsis lanceolata	0	500
802	Coreopsis maritima	0	100
803	Coreopsis stillmanii	0	900
804	Coreopsis tinctoria	0	1000
805	Coreopsis wrightii	0	400
806	Cosmos bipinnatus	0	1000
807	Cosmos sulphureus	0	1000
808	Cotula australis	0	300
809	Cotula coronopifolia	0	300
810	Crepis acuminata	1200	3300
811	Crepis bakeri	1000	1900
812	Crepis bursifolia	0	100
813	Crepis capillaris	0	1300
814	Crepis intermedia	1400	3300
815	Crepis modocensis	1100	2900
816	Crepis monticola	700	2400
817	Crepis nana	2600	3700
818	Crepis occidentalis	800	2700
819	Crepis pleurocarpa	400	1900
820	Crepis runcinata	1200	1500
821	Crepis runcinata ssp. andersonii	1500	4100
822	Crepis runcinata ssp. hallii	1200	1500
823	Crepis setosa	0	300
824	Crepis vesicaria ssp. taraxacifolia	0	300
825	Crocidium multicaule	0	1500
826	Crupina vulgaris	200	4100
827	Cynara cardunculus	0	500
828	Cynara scolymus	0	500
829	Dicoria canescens	0	1300
830	Dimeresia howellii	1600	2300
831	Dimorphotheca sinuata	0	1000
832	Dugaldia hoopesii	1500	3000
833	Dyssodia papposa	0	400
834	Eastwoodia elegans	0	1300
835	Eatonella nivea	1300	2900
836	Echinops sphaerocephalus	1300	4100
837	Eclipta prostrata	0	300
838	Encelia actoni	800	1500
839	Encelia californica	0	600
840	Encelia farinosa	0	1000
841	Encelia farinosa x frutescens	0	800
842	Encelia frutescens	0	800
843	Encelia virginensis	500	1500
844	Enceliopsis covillei	400	1300
845	Enceliopsis nudicaulis	900	2000
846	Erechtites glomerata	0	500
847	Erechtites hieraciifolia var. hieraciifolia	0	500
848	Erechtites minima	0	500
849	Ericameria arborescens	0	1200
850	Ericameria bloomeri	1000	2900
851	Ericameria brachylepis	0	1400
852	Ericameria cooperi var. cooperi	800	2000
853	Ericameria cuneata	100	2800
854	Ericameria cuneata var. cuneata	1000	2800
855	Ericameria cuneata var. macrocephala	1800	4100
856	Ericameria cuneata var. spathulata	100	1900
857	Ericameria discoidea	2700	3700
858	Ericameria ericoides	0	500
859	Ericameria fasciculata	0	100
860	Ericameria gilmanii	2100	3400
861	Ericameria greenei	1500	2200
862	Ericameria laricifolia	1000	2000
863	Ericameria linearifolia	0	2000
864	Ericameria nana	2100	2800
865	Ericameria ophitidis	1600	4100
866	Ericameria palmeri	0	800
867	Ericameria palmeri var. pachylepis	0	800
868	Ericameria palmeri var. palmeri	0	600
869	Ericameria parishii var. parishii	400	2200
870	Ericameria pinifolia	0	1700
871	Ericameria suffruticosa	2400	3700
872	Erigeron aequifolius	1500	2100
873	Erigeron algidus	2600	3700
874	Erigeron aliceae	1300	2200
875	Erigeron angustatus	100	4100
876	Erigeron annuus	0	2000
877	Erigeron aphanactis	1300	2600
878	Erigeron aphanactis var. aphanactis	1300	2600
879	Erigeron aphanactis var. congestus	1800	2600
880	Erigeron argentatus	2000	2300
881	Erigeron austiniae	1200	1700
882	Erigeron barbellulatus	2100	3300
883	Erigeron biolettii	0	1100
884	Erigeron blochmaniae	0	100
885	Erigeron bloomeri	600	2300
886	Erigeron bloomeri var. bloomeri	800	2000
887	Erigeron bloomeri var. nudatus	600	2300
888	Erigeron breweri	300	3100
889	Erigeron breweri var. bisanctus	300	1600
890	Erigeron breweri var. breweri	1200	3100
891	Erigeron breweri var. covillei	1000	1900
892	Erigeron breweri var. jacinteus	2700	2900
893	Erigeron breweri var. klamathensis	1600	2200
894	Erigeron breweri var. porphyreticus	1200	2600
895	Erigeron calvus	1200	4100
896	Erigeron cervinus	900	1900
897	Erigeron clokeyi	2200	3400
898	Erigeron compactus	1800	2300
899	Erigeron compositus	2000	4300
900	Erigeron concinnus	1200	1800
901	Erigeron concinnus var. concinnus	1200	1800
902	Erigeron concinnus var. condensatus	1200	1800
903	Erigeron coulteri	1900	3400
904	Erigeron decumbens var. robustior	200	500
905	Erigeron divergens	500	2600
906	Erigeron eatonii	1000	2900
907	Erigeron eatonii var. nevadincola	1400	2900
908	Erigeron eatonii var. plantagineus	1000	2500
909	Erigeron eatonii var. sonnei	1800	2800
910	Erigeron elegantulus	1000	2200
911	Erigeron elmeri	1300	3300
912	Erigeron filifolius var. filifolius	1200	2000
913	Erigeron foliosus	0	2900
914	Erigeron foliosus var. confinis	0	2200
915	Erigeron foliosus var. foliosus	0	2900
916	Erigeron foliosus var. franciscensis	0	800
917	Erigeron foliosus var. hartwegii	100	600
918	Erigeron foliosus var. mendocinus	0	800
919	Erigeron glaucus	0	100
920	Erigeron inornatus	100	2300
921	Erigeron inornatus var. calidipetris	1100	1400
922	Erigeron inornatus var. inornatus	100	2300
923	Erigeron inornatus var. keilii	1800	2200
924	Erigeron karvinskianus	0	1100
925	Erigeron lassenianus	600	2000
926	Erigeron lassenianus var. deficiens	1200	1400
927	Erigeron lassenianus var. lassenianus	600	2000
928	Erigeron linearis	1300	3100
929	Erigeron lobatus	500	4100
930	Erigeron mariposanus	600	800
931	Erigeron miser	1900	2300
932	Erigeron multiceps	1500	2500
933	Erigeron parishii	1900	2100
934	Erigeron peregrinus	1300	3400
935	Erigeron peregrinus var. callianthemus	1300	3400
936	Erigeron peregrinus var. hirsutus	2200	3200
937	Erigeron petrophilus	300	2700
938	Erigeron petrophilus var. petrophilus	500	2100
939	Erigeron petrophilus var. sierrensis	300	1900
940	Erigeron petrophilus var. viscidulus	1500	2700
941	Erigeron philadelphicus	0	1200
942	Erigeron pumilus var. intermedius	1200	1800
943	Erigeron pygmaeus	2900	4100
944	Erigeron reductus	600	2400
945	Erigeron reductus var. angustatus	600	1400
946	Erigeron reductus var. reductus	700	2400
947	Erigeron sanctarum	0	300
948	Erigeron serpentinus	400	600
949	Erigeron strigosus	0	1100
950	Erigeron supplex	0	100
951	Erigeron tener	2300	3400
952	Erigeron uncialis var. uncialis	2100	2900
953	Erigeron utahensis	1500	4100
954	Erigeron vagus	3300	4400
955	Eriophyllum ambiguum	0	2800
956	Eriophyllum ambiguum var. ambiguum	200	1900
957	Eriophyllum ambiguum var. paleaceum	100	2800
958	Eriophyllum confertiflorum	0	3000
959	Eriophyllum confertiflorum var. confertiflorum	0	3000
960	Eriophyllum confertiflorum var. tanacetiflorum	600	800
961	Eriophyllum congdonii	500	1900
962	Eriophyllum jepsonii	200	1000
963	Eriophyllum lanatum	0	4000
964	Eriophyllum lanatum var. achillaeoides	0	1300
965	Eriophyllum lanatum var. arachnoideum	0	400
966	Eriophyllum lanatum var. croceum	1300	2000
967	Eriophyllum lanatum var. grandiflorum	0	1700
968	Eriophyllum lanatum var. hallii	1200	1500
969	Eriophyllum lanatum var. integrifolium	1400	3500
970	Eriophyllum lanatum var. lanceolatum	200	2200
971	Eriophyllum lanatum var. obovatum	1300	2500
972	Eriophyllum lanosum	0	1400
973	Eriophyllum latilobum	100	200
974	Eriophyllum mohavense	500	800
975	Eriophyllum multicaule	0	1600
976	Eriophyllum nevinii	0	100
977	Eriophyllum nubigenum	1800	2500
978	Eriophyllum pringlei	300	2200
979	Eriophyllum staechadifolium	0	100
980	Eriophyllum wallacei	0	2400
981	Euthamia occidentalis	0	2300
982	Filago arizonica	0	800
983	Filago californica	0	1800
984	Filago depressa	0	1500
985	Filago gallica	0	1400
986	Filago pyramidata var. pyramidata	100	500
987	Flaveria trinervia	0	200
988	Gaillardia aristata	0	2000
989	Gaillardia pulchella	0	1000
990	Galinsoga parviflora var. parviflora	0	1000
991	Galinsoga quadriradiata	0	200
992	Gazania linearis	0	200
993	Geraea canescens	0	1300
994	Geraea viscida	400	1700
995	Glyptopleura marginata	600	2100
996	Gnaphalium bicolor	0	600
997	Gnaphalium californicum	0	1800
998	Gnaphalium canescens	0	2500
999	Gnaphalium canescens ssp. beneolens	0	1200
1000	Gnaphalium canescens ssp. canescens	0	2000
1001	Gnaphalium canescens ssp. microcephalum	0	900
1002	Gnaphalium canescens ssp. thermale	1000	2500
1003	Gnaphalium collinum	0	800
1004	Gnaphalium japonicum	0	700
1005	Gnaphalium leucocephalum	0	200
1006	Gnaphalium luteo-album	0	2100
1007	Gnaphalium palustre	0	2700
1008	Gnaphalium purpureum	0	1200
1009	Gnaphalium ramosissimum	0	600
1010	Gnaphalium stramineum	0	2000
1011	Grindelia camporum	0	1400
1012	Grindelia camporum var. bracteosa	100	1400
1013	Grindelia camporum var. camporum	0	1400
1014	Grindelia fraxino-pratensis	700	4100
1015	Grindelia hirsutula	0	1700
1016	Grindelia hirsutula var. davyi	0	1700
1017	Grindelia hirsutula var. hallii	800	1700
1018	Grindelia hirsutula var. hirsutula	0	900
1019	Grindelia hirsutula var. maritima	0	400
1020	Grindelia nana	100	1800
1021	Grindelia squarrosa var. serrulata	0	1000
1022	Grindelia stricta	0	200
1023	Grindelia stricta var. angustifolia	0	100
1024	Grindelia stricta var. platyphylla	0	200
1025	Grindelia stricta var. stricta	0	500
1026	Guizotia abyssinica	0	200
1027	Gutierrezia californica	100	300
1028	Gutierrezia microcephala	1800	2500
1029	Gutierrezia sarothrae	0	2900
1030	Hazardia brickellioides	700	2100
1031	Hazardia cana	200	500
1032	Hazardia detonsa	0	300
1033	Hazardia orcuttii	0	200
1034	Hazardia squarrosa	0	1300
1035	Hazardia squarrosa var. grindelioides	100	1300
1036	Hazardia squarrosa var. obtusa	600	1200
1037	Hazardia squarrosa var. squarrosa	0	700
1038	Hazardia stenolepis	100	1200
1039	Hazardia whitneyi	1000	3500
1040	Hazardia whitneyi var. discoidea	1000	2500
1041	Hazardia whitneyi var. whitneyi	1200	3500
1042	Hecastocleis shockleyi	1200	2200
1043	Hedypnois cretica	0	800
1044	Helenium amarum	0	100
1045	Helenium autumnale	0	2000
1046	Helenium autumnale var. grandiflorum	0	500
1047	Helenium autumnale var. montanum	500	2000
1048	Helenium bigelovii	0	3000
1049	Helenium bolanderi	0	100
1050	Helenium puberulum	0	1200
1051	Helianthella californica	0	2600
1052	Helianthella californica var. californica	0	1000
1053	Helianthella californica var. nevadensis	200	2600
1054	Helianthella californica var. shastensis	1000	2600
1055	Helianthella castanea	200	1300
1056	Helianthus annuus	0	1900
1057	Helianthus bolanderi	0	1200
1058	Helianthus californicus	0	1600
1059	Helianthus ciliaris	0	300
1060	Helianthus cusickii	1200	2000
1061	Helianthus gracilentus	0	1800
1062	Helianthus maximilianii	0	100
1063	Helianthus niveus	200	400
1064	Helianthus niveus ssp. canescens	200	400
1065	Helianthus niveus ssp. tephrodes	0	100
1066	Helianthus nuttallii	1200	2500
1067	Helianthus nuttallii ssp. nuttallii	1200	2500
1068	Helianthus nuttallii ssp. parishii	0	500
1069	Helianthus petiolaris ssp. petiolaris	0	500
1070	Heliomeris hispida	0	100
1071	Heliomeris multiflora var. nevadensis	1200	2400
1072	Hemizonia arida	300	1000
1073	Hemizonia clementina	0	200
1074	Hemizonia congesta	0	1400
1075	Hemizonia congesta ssp. calyculata	0	1400
1076	Hemizonia congesta ssp. clevelandii	0	1400
1077	Hemizonia congesta ssp. congesta	0	300
1078	Hemizonia congesta ssp. leucocephala	0	200
1079	Hemizonia congesta ssp. luzulifolia	0	1000
1080	Hemizonia congesta ssp. tracyi	0	1200
1081	Hemizonia conjugens	0	300
1082	Hemizonia corymbosa	0	300
1083	Hemizonia corymbosa ssp. corymbosa	0	300
1084	Hemizonia corymbosa ssp. macrocephala	0	300
1085	Hemizonia fasciculata	0	900
1086	Hemizonia fitchii	0	1000
1087	Hemizonia floribunda	300	700
1088	Hemizonia halliana	300	1000
1089	Hemizonia increscens	0	500
1090	Hemizonia increscens ssp. foliosa	300	500
1091	Hemizonia increscens ssp. increscens	0	300
1092	Hemizonia increscens ssp. villosa	0	100
1093	Hemizonia kelloggii	0	700
1094	Hemizonia lobbii	0	700
1095	Hemizonia minthornii	300	500
1096	Hemizonia mohavensis	900	1300
1097	Hemizonia pallida	0	700
1098	Hemizonia paniculata	0	300
1099	Hemizonia parryi	0	200
1100	Hemizonia parryi ssp. australis	0	200
1101	Hemizonia parryi ssp. congdonii	0	100
1102	Hemizonia parryi ssp. parryi	0	100
1103	Hemizonia parryi ssp. rudis	0	100
1104	Hemizonia pentactis	0	800
1105	Hemizonia pungens	0	500
1106	Hemizonia pungens ssp. laevis	0	400
1107	Hemizonia pungens ssp. maritima	0	100
1108	Hemizonia pungens ssp. pungens	0	500
1109	Hemizonia pungens ssp. septentrionalis	0	500
1110	Hesperevax acaulis	100	1300
1111	Hesperevax acaulis var. acaulis	100	1000
1112	Hesperevax acaulis var. ambusticola	500	1300
1113	Hesperevax acaulis var. robustior	100	1100
1114	Hesperevax caulescens	0	500
1115	Hesperevax sparsiflora	0	900
1116	Hesperevax sparsiflora var. brevifolia	0	200
1117	Hesperevax sparsiflora var. sparsiflora	0	900
1118	Heteranthemis viscidehirta	0	100
1119	Heterotheca grandiflora	200	400
1120	Heterotheca oregona	0	1000
1121	Heterotheca oregona var. compacta	0	1000
1122	Heterotheca oregona var. oregona	0	1000
1123	Heterotheca oregona var. rudis	0	1000
1124	Heterotheca oregona var. scaberrima	0	1000
1125	Heterotheca psammophila	0	300
1126	Heterotheca sessiliflora	0	2700
1127	Heterotheca sessiliflora ssp. bolanderi	0	200
1128	Heterotheca sessiliflora ssp. echioides	0	1100
1129	Heterotheca sessiliflora ssp. fastigiata	0	2700
1130	Heterotheca sessiliflora ssp. sessiliflora	0	100
1131	Heterotheca villosa	400	3100
1132	Heterotheca villosa var. hispida	600	3100
1133	Heterotheca villosa var. scabra	1200	1300
1134	Heterotheca villosa var. shevockii	400	800
1135	Heterotheca villosa var. villosa	500	2000
1136	Hieracium albiflorum	0	2900
1137	Hieracium argutum	0	1600
1138	Hieracium aurantiacum	300	4100
1139	Hieracium bolanderi	300	2700
1140	Hieracium gracile	1600	3600
1141	Hieracium greenei	900	2800
1142	Hieracium horridum	1300	3300
1143	Hieracium scouleri	400	2300
1144	Holocarpha heermannii	0	1300
1145	Holocarpha macradenia	0	100
1146	Holocarpha obconica	0	500
1147	Holocarpha virgata	0	800
1148	Holocarpha virgata ssp. elongata	0	600
1149	Holocarpha virgata ssp. virgata	0	800
1150	Holozonia filipes	0	4100
1151	Hulsea algida	3000	4000
1152	Hulsea brevifolia	1500	2700
1153	Hulsea californica	1000	2000
1154	Hulsea heterochroma	300	2500
1155	Hulsea mexicana	1100	1300
1156	Hulsea nana	2400	3000
1157	Hulsea vestita	1300	3900
1158	Hulsea vestita ssp. callicarpha	1300	2500
1159	Hulsea vestita ssp. gabrielensis	1500	2500
1160	Hulsea vestita ssp. inyoensis	1700	3000
1161	Hulsea vestita ssp. parryi	2000	2500
1162	Hulsea vestita ssp. pygmaea	3200	3900
1163	Hulsea vestita ssp. vestita	2400	3000
1164	Hymenoclea monogyra	0	500
1165	Hymenoclea salsola	0	1800
1166	Hymenoclea salsola var. patula	0	1800
1167	Hymenoclea salsola var. pentalepis	0	1800
1168	Hymenoclea salsola var. salsola	0	1800
1169	Hymenopappus filifolius	1000	3000
1170	Hymenopappus filifolius var. eriopodus	1600	1700
1171	Hymenopappus filifolius var. lugens	1300	2700
1172	Hymenopappus filifolius var. megacephalus	1000	1500
1173	Hymenopappus filifolius var. nanus	1500	3000
1174	Hymenothrix loomisii	0	1000
1175	Hymenothrix wrightii	1500	4100
1176	Hymenoxys acaulis var. arizonica	1400	2800
1177	Hymenoxys cooperi	1200	2000
1178	Hymenoxys lemmonii	700	3500
1179	Hymenoxys odorata	0	200
1180	Hypochaeris glabra	0	1200
1181	Hypochaeris radicata	0	500
1182	Isocoma acradenia	0	1300
1183	Isocoma acradenia var. acradenia	0	1000
1184	Isocoma acradenia var. bracteosa	0	900
1185	Isocoma acradenia var. eremophila	0	1300
1186	Isocoma arguta	0	100
1187	Isocoma menziesii	0	1200
1188	Isocoma menziesii var. menziesii	0	1200
1189	Isocoma menziesii var. sedoides	0	100
1190	Isocoma menziesii var. vernonioides	0	400
1191	Iva acerosa	0	700
1192	Iva axillaris ssp. robustior	0	2500
1193	Iva hayesiana	0	500
1194	Iva nevadensis	1000	2000
1195	Jaumea carnosa	0	100
1196	Lactuca biennis	0	500
1197	Lactuca canadensis	0	1100
1198	Lactuca ludoviciana	0	300
1199	Lactuca saligna	0	800
1200	Lactuca serriola	0	2000
1201	Lactuca tatarica ssp. pulchella	1100	2000
1202	Lactuca virosa	0	300
1203	Lagophylla dichotoma	0	800
1204	Lagophylla glandulosa	0	900
1205	Lagophylla minor	0	700
1206	Lagophylla ramosissima	0	1600
1207	Lagophylla ramosissima ssp. congesta	0	1400
1208	Lagophylla ramosissima ssp. ramosissima	0	1600
1209	Lapsana communis	0	1400
1210	Lasthenia burkei	0	500
1211	Lasthenia californica	0	1500
1212	Lasthenia chrysantha	0	100
1213	Lasthenia conjugens	0	100
1214	Lasthenia coronaria	0	700
1215	Lasthenia debilis	0	500
1216	Lasthenia ferrisiae	0	700
1217	Lasthenia fremontii	0	700
1218	Lasthenia glaberrima	0	900
1219	Lasthenia glabrata	0	1000
1220	Lasthenia glabrata ssp. coulteri	0	1000
1221	Lasthenia glabrata ssp. glabrata	0	600
1222	Lasthenia leptalea	0	500
1223	Lasthenia macrantha	0	500
1224	Lasthenia macrantha ssp. bakeri	0	500
1225	Lasthenia macrantha ssp. macrantha	0	500
1226	Lasthenia maritima	0	100
1227	Lasthenia microglossa	0	1000
1228	Lasthenia minor	0	700
1229	Lasthenia platycarpha	0	200
1230	Layia carnosa	0	100
1231	Layia chrysanthemoides	0	800
1232	Layia discoidea	900	1500
1233	Layia fremontii	0	600
1234	Layia gaillardioides	0	1200
1235	Layia glandulosa	0	2700
1236	Layia heterotricha	0	1600
1237	Layia hieracioides	0	1200
1238	Layia jonesii	0	400
1239	Layia leucopappa	100	400
1240	Layia munzii	0	700
1241	Layia pentachaeta	0	1800
1242	Layia pentachaeta ssp. albida	0	1800
1243	Layia pentachaeta ssp. pentachaeta	0	1800
1244	Layia platyglossa	0	2000
1245	Layia septentrionalis	100	800
1246	Lembertia congdonii	0	700
1247	Leontodon taraxacoides	0	1000
1248	Leontodon taraxacoides ssp. longirostris	0	1000
1249	Leontodon taraxacoides ssp. taraxacoides	0	1000
1250	Lepidospartum latisquamum	1400	1500
1251	Lepidospartum squamatum	0	1800
1252	Lessingia arachnoidea	0	200
1253	Lessingia filaginifolia	0	2600
1254	Lessingia filaginifolia var. californica	0	1000
1255	Lessingia filaginifolia var. filaginifolia	0	2600
