id	group	family	taxon	binomial	taxon.auth	genus	species	speciesAuth	intraRank	intraName	intraAuth	tjm1.valid	mrt	intra_rank	species_rank_or_only_subsp_in_CA
141	Gymno	Ephedraceae	Ephedra viridis	Ephedra viridis	Ephedra viridis Coville	Ephedra	viridis	Coville				1	1	0	1
142	Gymno	Pinaceae	Abies amabilis	Abies amabilis	Abies amabilis (Douglas) J. Forbes	Abies	amabilis	(Douglas) J. Forbes				1	1	0	1
143	Gymno	Pinaceae	Abies bracteata	Abies bracteata	Abies bracteata (D. Don) Nutt.	Abies	bracteata	(D. Don) Nutt.				1	1	0	1
144	Gymno	Pinaceae	Abies concolor	Abies concolor	Abies concolor (Gordon & Glend.) Lindl.	Abies	concolor	(Gordon & Glend.) Lindl.				1	1	0	1
145	Gymno	Pinaceae	Abies grandis	Abies grandis	Abies grandis (Douglas) Lindl.	Abies	grandis	(Douglas) Lindl.				1	1	0	1
146	Gymno	Pinaceae	Abies lasiocarpa var. lasiocarpa	Abies lasiocarpa	Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa	Abies	lasiocarpa	(Hook.) Nutt.	var.	lasiocarpa		1	1	1	1
147	Gymno	Pinaceae	Abies magnifica	Abies magnifica	Abies magnifica Andr. Murray	Abies	magnifica	Andr. Murray				1	0	0	1
148	Gymno	Pinaceae	Abies magnifica var. magnifica	Abies magnifica	Abies magnifica Andr. Murray var. magnifica	Abies	magnifica	Andr. Murray	var.	magnifica		1	1	1	0
149	Gymno	Pinaceae	Abies magnifica var. shastensis	Abies magnifica	Abies magnifica Andr. Murray var. shastensis Lemmon	Abies	magnifica	Andr. Murray	var.	shastensis	Lemmon	1	1	1	0
150	Gymno	Pinaceae	Abies procera	Abies procera	Abies procera Rehder	Abies	procera	Rehder				1	1	0	1
151	Gymno	Pinaceae	Picea breweriana	Picea breweriana	Picea breweriana S. Watson	Picea	breweriana	S. Watson				1	1	0	1
152	Gymno	Pinaceae	Picea engelmannii	Picea engelmannii	Picea engelmannii Engelm.	Picea	engelmannii	Engelm.				1	1	0	1
153	Gymno	Pinaceae	Picea sitchensis	Picea sitchensis	Picea sitchensis (Bong.) Carrière	Picea	sitchensis	(Bong.) Carrière 				1	1	0	1
154	Gymno	Pinaceae	Pinus albicaulis	Pinus albicaulis	Pinus albicaulis Engelm.	Pinus	albicaulis	Engelm.				1	1	0	1
155	Gymno	Pinaceae	Pinus attenuata	Pinus attenuata	Pinus attenuata Lemmon	Pinus	attenuata	Lemmon				1	1	0	1
156	Gymno	Pinaceae	Pinus balfouriana	Pinus balfouriana	Pinus balfouriana Grev. & Balf.	Pinus	balfouriana	Grev. & Balf.				1	0	0	1
157	Gymno	Pinaceae	Pinus balfouriana ssp. austrina	Pinus balfouriana	Pinus balfouriana Grev. & Balf. ssp. austrina Mastrogiuseppe & Mastrogiuseppe	Pinus	balfouriana	Grev. & Balf.	ssp.	austrina	Mastrogiuseppe & Mastrogiuseppe	1	1	1	0
158	Gymno	Pinaceae	Pinus balfouriana ssp. balfouriana	Pinus balfouriana	Pinus balfouriana Grev. & Balf. ssp. balfouriana	Pinus	balfouriana	Grev. & Balf.	ssp.	balfouriana		1	1	1	0
159	Gymno	Pinaceae	Pinus contorta	Pinus contorta	Pinus contorta Loudon	Pinus	contorta	Loudon				1	0	0	1
160	Gymno	Pinaceae	Pinus contorta ssp. bolanderi	Pinus contorta	Pinus contorta Loudon ssp. bolanderi (Parl.) Critchf.	Pinus	contorta	Loudon	ssp.	bolanderi	(Parl.) Critchf.	1	1	1	0
161	Gymno	Pinaceae	Pinus contorta ssp. contorta	Pinus contorta	Pinus contorta Loudon ssp. contorta	Pinus	contorta	Loudon	ssp.	contorta		1	1	1	0
162	Gymno	Pinaceae	Pinus contorta ssp. murrayana	Pinus contorta	Pinus contorta Loudon ssp. murrayana (Grev. & Balf.) Critchf.	Pinus	contorta	Loudon	ssp.	murrayana	(Grev. & Balf.) Critchf.	1	1	1	0
163	Gymno	Pinaceae	Pinus coulteri	Pinus coulteri	Pinus coulteri D. Don	Pinus	coulteri	D. Don				1	1	0	1
164	Gymno	Pinaceae	Pinus edulis	Pinus edulis	Pinus edulis Engelm.	Pinus	edulis	Engelm.				1	1	0	1
165	Gymno	Pinaceae	Pinus flexilis	Pinus flexilis	Pinus flexilis James	Pinus	flexilis	James				1	1	0	1
166	Gymno	Pinaceae	Pinus jeffreyi	Pinus jeffreyi	Pinus jeffreyi Grev. & Balf.	Pinus	jeffreyi	Grev. & Balf.				1	1	0	1
167	Gymno	Pinaceae	Pinus lambertiana	Pinus lambertiana	Pinus lambertiana Douglas	Pinus	lambertiana	Douglas				1	1	0	1
168	Gymno	Pinaceae	Pinus longaeva	Pinus longaeva	Pinus longaeva D. Bailey	Pinus	longaeva	D. Bailey				1	1	0	1
169	Gymno	Pinaceae	Pinus monophylla	Pinus monophylla	Pinus monophylla Torrey & Frémont	Pinus	monophylla	Torrey & Frémont 				1	1	0	1
170	Gymno	Pinaceae	Pinus monticola	Pinus monticola	Pinus monticola Douglas	Pinus	monticola	Douglas				1	1	0	1
171	Gymno	Pinaceae	Pinus muricata	Pinus muricata	Pinus muricata D. Don	Pinus	muricata	D. Don				1	1	0	1
172	Gymno	Pinaceae	Pinus ponderosa	Pinus ponderosa	Pinus ponderosa Laws.	Pinus	ponderosa	Laws.				1	1	0	1
173	Gymno	Pinaceae	Pinus quadrifolia	Pinus quadrifolia	Pinus quadrifolia Parl.	Pinus	quadrifolia	Parl.				1	1	0	1
174	Gymno	Pinaceae	Pinus radiata	Pinus radiata	Pinus radiata D. Don	Pinus	radiata	D. Don				1	1	0	1
175	Gymno	Pinaceae	Pinus sabiniana	Pinus sabiniana	Pinus sabiniana Douglas	Pinus	sabiniana	Douglas				1	1	0	1
176	Gymno	Pinaceae	Pinus torreyana	Pinus torreyana	Pinus torreyana Carrière	Pinus	torreyana	Carrière 				1	1	0	1
177	Gymno	Pinaceae	Pinus washoensis	Pinus washoensis	Pinus washoensis H. Mason & Stockw.	Pinus	washoensis	H. Mason & Stockw.				1	1	0	1
178	Gymno	Pinaceae	Pseudotsuga macrocarpa	Pseudotsuga macrocarpa	Pseudotsuga macrocarpa (Vasey) Mayr	Pseudotsuga	macrocarpa	(Vasey) Mayr				1	1	0	1
179	Gymno	Pinaceae	Pseudotsuga menziesii var. menziesii	Pseudotsuga menziesii	Pseudotsuga menziesii (Mirbel) Franco var. menziesii	Pseudotsuga	menziesii	(Mirbel) Franco	var.	menziesii		1	1	1	1
180	Gymno	Pinaceae	Tsuga heterophylla	Tsuga heterophylla	Tsuga heterophylla (Raf.) Sarg.	Tsuga	heterophylla	(Raf.) Sarg.				1	1	0	1
181	Gymno	Pinaceae	Tsuga mertensiana	Tsuga mertensiana	Tsuga mertensiana (Bong.) Carrière	Tsuga	mertensiana	(Bong.) Carrière 				1	1	0	1
182	Gymno	Taxaceae	Taxus brevifolia	Taxus brevifolia	Taxus brevifolia Nutt.	Taxus	brevifolia	Nutt.				1	1	0	1
183	Gymno	Taxaceae	Torreya californica	Torreya californica	Torreya californica Torrey	Torreya	californica	Torrey				1	1	0	1
184	Gymno	Taxodiaceae	Sequoia sempervirens	Sequoia sempervirens	Sequoia sempervirens (D. Don) Endl.	Sequoia	sempervirens	(D. Don) Endl.				1	1	0	1
185	Gymno	Taxodiaceae	Sequoiadendron giganteum	Sequoiadendron giganteum	Sequoiadendron giganteum (Lindl.) Buchholz	Sequoiadendron	giganteum	(Lindl.) Buchholz				1	1	0	1
186	Dicot	Acanthaceae	Carlowrightia arizonica	Carlowrightia arizonica	Carlowrightia arizonica A. Gray	Carlowrightia	arizonica	A. Gray				1	1	0	1
187	Dicot	Acanthaceae	Justicia californica	Justicia californica	Justicia californica (Benth.) D. Gibson	Justicia	californica	(Benth.) D. Gibson				1	1	0	1
188	Dicot	Aceraceae	Acer circinatum	Acer circinatum	Acer circinatum Pursh	Acer	circinatum	Pursh				1	1	0	1
189	Dicot	Aceraceae	Acer glabrum	Acer glabrum	Acer glabrum Torrey	Acer	glabrum	Torrey				1	0	0	1
190	Dicot	Aceraceae	Acer glabrum var. diffusum	Acer glabrum	Acer glabrum Torrey var. diffusum (Greene) F.J. Smiley	Acer	glabrum	Torrey	var.	diffusum	(Greene) F.J. Smiley	1	1	1	0
191	Dicot	Aceraceae	Acer glabrum var. greenei	Acer glabrum	Acer glabrum Torrey var. greenei A.C. Keller	Acer	glabrum	Torrey	var.	greenei	A.C. Keller	1	1	1	0
192	Dicot	Aceraceae	Acer glabrum var. torreyi	Acer glabrum	Acer glabrum Torrey var. torreyi (Greene) F.J. Smiley	Acer	glabrum	Torrey	var.	torreyi	(Greene) F.J. Smiley	1	1	1	0
193	Dicot	Aceraceae	Acer macrophyllum	Acer macrophyllum	Acer macrophyllum Pursh	Acer	macrophyllum	Pursh				1	1	0	1
194	Dicot	Aceraceae	Acer negundo var. californicum	Acer negundo	Acer negundo L. var. californicum (Torrey & A. Gray) Sarg.	Acer	negundo	L.	var.	californicum	(Torrey & A. Gray) Sarg.	1	1	1	1
195	Dicot	Aizoaceae	Aptenia cordifolia	Aptenia cordifolia	Aptenia cordifolia (L.f.) N.E. Br.	Aptenia	cordifolia	(L.f.) N.E. Br.				1	1	0	1
196	Dicot	Aizoaceae	Carpobrotus chilensis	Carpobrotus chilensis	Carpobrotus chilensis (Molina) N.E. Br.	Carpobrotus	chilensis	(Molina) N.E. Br.				1	1	0	1
197	Dicot	Aizoaceae	Carpobrotus edulis	Carpobrotus edulis	Carpobrotus edulis (L.) N.E. Br.	Carpobrotus	edulis	(L.) N.E. Br.				1	1	0	1
198	Dicot	Aizoaceae	Conicosia pugioniformis	Conicosia pugioniformis	Conicosia pugioniformis (L.) N.E. Br.	Conicosia	pugioniformis	(L.) N.E. Br.				1	1	0	1
199	Dicot	Aizoaceae	Cypselea humifusa	Cypselea humifusa	Cypselea humifusa Turpin	Cypselea	humifusa	Turpin				1	1	0	1
200	Dicot	Aizoaceae	Delosperma litorale	Delosperma litorale	Delosperma litorale (Kensit) L. Bolus	Delosperma	litorale	(Kensit) L. Bolus				1	1	0	1
201	Dicot	Aizoaceae	Drosanthemum floribundum	Drosanthemum floribundum	Drosanthemum floribundum (Haw.) Schwantes	Drosanthemum	floribundum	(Haw.) Schwantes				1	1	0	1
202	Dicot	Aizoaceae	Malephora crocea	Malephora crocea	Malephora crocea (Jacq.) Schwantes	Malephora	crocea	(Jacq.) Schwantes				1	1	0	1
203	Dicot	Aizoaceae	Mesembryanthemum crystallinum	Mesembryanthemum crystallinum	Mesembryanthemum crystallinum L.	Mesembryanthemum	crystallinum	L.				1	1	0	1
204	Dicot	Aizoaceae	Mesembryanthemum nodiflorum	Mesembryanthemum nodiflorum	Mesembryanthemum nodiflorum L.	Mesembryanthemum	nodiflorum	L.				1	1	0	1
205	Dicot	Aizoaceae	Sesuvium verrucosum	Sesuvium verrucosum	Sesuvium verrucosum Raf.	Sesuvium	verrucosum	Raf.				1	1	0	1
206	Dicot	Aizoaceae	Tetragonia tetragonioides	Tetragonia tetragonioides	Tetragonia tetragonioides (Pallas) Kuntze	Tetragonia	tetragonioides	(Pallas) Kuntze				1	1	0	1
207	Dicot	Aizoaceae	Trianthema portulacastrum	Trianthema portulacastrum	Trianthema portulacastrum L.	Trianthema	portulacastrum	L.				1	1	0	1
208	Dicot	Amaranthaceae	Alternanthera caracasana	Alternanthera caracasana	Alternanthera caracasana Kunth	Alternanthera	caracasana	Kunth				1	1	0	1
209	Dicot	Amaranthaceae	Alternanthera philoxeroides	Alternanthera philoxeroides	Alternanthera philoxeroides (Mart.) Griseb.	Alternanthera	philoxeroides	(Mart.) Griseb.				1	1	0	1
210	Dicot	Amaranthaceae	Amaranthus albus	Amaranthus albus	Amaranthus albus L.	Amaranthus	albus	L.				1	1	0	1
211	Dicot	Amaranthaceae	Amaranthus arenicola	Amaranthus arenicola	Amaranthus arenicola I.M. Johnst.	Amaranthus	arenicola	I.M. Johnst.				1	1	0	1
212	Dicot	Amaranthaceae	Amaranthus blitoides	Amaranthus blitoides	Amaranthus blitoides S. Watson	Amaranthus	blitoides	S. Watson				1	1	0	1
213	Dicot	Amaranthaceae	Amaranthus californicus	Amaranthus californicus	Amaranthus californicus (Moq.) S. Watson	Amaranthus	californicus	(Moq.) S. Watson				1	1	0	1
214	Dicot	Amaranthaceae	Amaranthus caudatus	Amaranthus caudatus	Amaranthus caudatus L.	Amaranthus	caudatus	L.				1	1	0	1
215	Dicot	Amaranthaceae	Amaranthus cruentus	Amaranthus cruentus	Amaranthus cruentus L.	Amaranthus	cruentus	L.				1	1	0	1
216	Dicot	Amaranthaceae	Amaranthus deflexus	Amaranthus deflexus	Amaranthus deflexus L.	Amaranthus	deflexus	L.				1	1	0	1
217	Dicot	Amaranthaceae	Amaranthus fimbriatus	Amaranthus fimbriatus	Amaranthus fimbriatus (Torrey) Benth.	Amaranthus	fimbriatus	(Torrey) Benth.				1	1	0	1
218	Dicot	Amaranthaceae	Amaranthus hybridus	Amaranthus hybridus	Amaranthus hybridus L.	Amaranthus	hybridus	L.				1	1	0	1
219	Dicot	Amaranthaceae	Amaranthus palmeri	Amaranthus palmeri	Amaranthus palmeri S. Watson	Amaranthus	palmeri	S. Watson				1	1	0	1
220	Dicot	Amaranthaceae	Amaranthus powellii	Amaranthus powellii	Amaranthus powellii S. Watson	Amaranthus	powellii	S. Watson				1	1	0	1
221	Dicot	Amaranthaceae	Amaranthus retroflexus	Amaranthus retroflexus	Amaranthus retroflexus L.	Amaranthus	retroflexus	L.				1	1	0	1
222	Dicot	Amaranthaceae	Amaranthus spinosus	Amaranthus spinosus	Amaranthus spinosus L.	Amaranthus	spinosus	L.				1	1	0	1
223	Dicot	Amaranthaceae	Amaranthus torreyi	Amaranthus torreyi	Amaranthus torreyi (A. Gray) Benth.	Amaranthus	torreyi	(A. Gray) Benth.				1	1	0	1
224	Dicot	Amaranthaceae	Amaranthus watsonii	Amaranthus watsonii	Amaranthus watsonii Standley	Amaranthus	watsonii	Standley				1	1	0	1
225	Dicot	Amaranthaceae	Guilleminea densa var. aggregata	Guilleminea densa	Guilleminea densa (Willd.) Moq. var. aggregata Uline & Bray	Guilleminea	densa	(Willd.) Moq.	var.	aggregata	Uline & Bray	1	1	1	1
226	Dicot	Amaranthaceae	Tidestromia lanuginosa	Tidestromia lanuginosa	Tidestromia lanuginosa (Nutt.) Standley	Tidestromia	lanuginosa	(Nutt.) Standley				1	1	0	1
227	Dicot	Amaranthaceae	Tidestromia oblongifolia	Tidestromia oblongifolia	Tidestromia oblongifolia (S. Watson) Standley	Tidestromia	oblongifolia	(S. Watson) Standley				1	1	0	1
228	Dicot	Anacardiaceae	Malosma laurina	Malosma laurina	Malosma laurina (Nutt.) Abrams	Malosma	laurina	(Nutt.) Abrams				1	1	0	1
229	Dicot	Anacardiaceae	Pistacia atlantica	Pistacia atlantica	Pistacia atlantica Desf.	Pistacia	atlantica	Desf.				1	1	0	1
230	Dicot	Anacardiaceae	Rhus integrifolia	Rhus integrifolia	Rhus integrifolia (Nutt.) Brewer & S. Watson	Rhus	integrifolia	(Nutt.) Brewer & S. Watson				1	1	0	1
231	Dicot	Anacardiaceae	Rhus ovata	Rhus ovata	Rhus ovata S. Watson	Rhus	ovata	S. Watson				1	1	0	1
232	Dicot	Anacardiaceae	Rhus trilobata	Rhus trilobata	Rhus trilobata Torrey & A. Gray	Rhus	trilobata	Torrey & A. Gray				1	1	0	1
233	Dicot	Anacardiaceae	Schinus molle	Schinus molle	Schinus molle L.	Schinus	molle	L.				1	1	0	1
234	Dicot	Anacardiaceae	Schinus terebinthifolius	Schinus terebinthifolius	Schinus terebinthifolius Raddi	Schinus	terebinthifolius	Raddi				1	1	0	1
235	Dicot	Anacardiaceae	Toxicodendron diversilobum	Toxicodendron diversilobum	Toxicodendron diversilobum (Torrey & A. Gray) Greene	Toxicodendron	diversilobum	(Torrey & A. Gray) Greene				1	1	0	1
236	Dicot	Apiaceae	Ammi majus	Ammi majus	Ammi majus L.	Ammi	majus	L.				1	1	0	1
237	Dicot	Apiaceae	Ammi visnaga	Ammi visnaga	Ammi visnaga L.	Ammi	visnaga	L.				1	1	0	1
238	Dicot	Apiaceae	Ammoselinum giganteum	Ammoselinum giganteum	Ammoselinum giganteum J.M. Coult. & Rose	Ammoselinum	giganteum	J.M. Coult. & Rose				1	1	0	1
239	Dicot	Apiaceae	Anethum graveolens	Anethum graveolens	Anethum graveolens L.	Anethum	graveolens	L.				1	1	0	1
240	Dicot	Apiaceae	Angelica arguta	Angelica arguta	Angelica arguta Nutt.	Angelica	arguta	Nutt.				1	1	0	1
241	Dicot	Apiaceae	Angelica breweri	Angelica breweri	Angelica breweri A. Gray	Angelica	breweri	A. Gray				1	1	0	1
242	Dicot	Apiaceae	Angelica californica	Angelica californica	Angelica californica Jeps.	Angelica	californica	Jeps.				1	1	0	1
243	Dicot	Apiaceae	Angelica callii	Angelica callii	Angelica callii Mathias & Constance	Angelica	callii	Mathias & Constance				1	1	0	1
244	Dicot	Apiaceae	Angelica genuflexa	Angelica genuflexa	Angelica genuflexa Nutt.	Angelica	genuflexa	Nutt.				1	1	0	1
245	Dicot	Apiaceae	Angelica hendersonii	Angelica hendersonii	Angelica hendersonii J.M. Coult. & Rose	Angelica	hendersonii	J.M. Coult. & Rose				1	1	0	1
246	Dicot	Apiaceae	Angelica kingii	Angelica kingii	Angelica kingii (S. Watson) J.M. Coult. & Rose	Angelica	kingii	(S. Watson) J.M. Coult. & Rose				1	1	0	1
247	Dicot	Apiaceae	Angelica lineariloba	Angelica lineariloba	Angelica lineariloba A. Gray	Angelica	lineariloba	A. Gray				1	1	0	1
248	Dicot	Apiaceae	Angelica lucida	Angelica lucida	Angelica lucida L.	Angelica	lucida	L.				1	1	0	1
249	Dicot	Apiaceae	Angelica tomentosa	Angelica tomentosa	Angelica tomentosa S. Watson	Angelica	tomentosa	S. Watson				1	1	0	1
250	Dicot	Apiaceae	Anthriscus caucalis	Anthriscus caucalis	Anthriscus caucalis M. Bieb.	Anthriscus	caucalis	M. Bieb.				1	1	0	1
251	Dicot	Apiaceae	Apiastrum angustifolium	Apiastrum angustifolium	Apiastrum angustifolium Nutt.	Apiastrum	angustifolium	Nutt.				1	1	0	1
252	Dicot	Apiaceae	Apium graveolens	Apium graveolens	Apium graveolens L.	Apium	graveolens	L.				1	1	0	1
253	Dicot	Apiaceae	Apium nodiflorum	Apium nodiflorum	Apium nodiflorum (L.) Lag.	Apium	nodiflorum	(L.) Lag.				1	1	0	1
254	Dicot	Apiaceae	Berula erecta	Berula erecta	Berula erecta (Huds.) Coville	Berula	erecta	(Huds.) Coville				1	1	0	1
255	Dicot	Apiaceae	Bowlesia incana	Bowlesia incana	Bowlesia incana Ruiz Lopez & Pavon	Bowlesia	incana	Ruiz Lopez & Pavon				1	1	0	1
256	Dicot	Apiaceae	Bupleurum lancifolium	Bupleurum lancifolium	Bupleurum lancifolium Hornem.	Bupleurum	lancifolium	Hornem.				1	1	0	1
257	Dicot	Apiaceae	Ciclospermum leptophyllum	Ciclospermum leptophyllum	Ciclospermum leptophyllum (Pers.) Britton & E. Wilson	Ciclospermum	leptophyllum	(Pers.) Britton & E. Wilson				1	1	0	1
258	Dicot	Apiaceae	Cicuta douglasii	Cicuta douglasii	Cicuta douglasii (DC.) J.M. Coult. & Rose	Cicuta	douglasii	(DC.) J.M. Coult. & Rose				1	1	0	1
259	Dicot	Apiaceae	Cicuta maculata	Cicuta maculata	Cicuta maculata L.	Cicuta	maculata	L.				1	0	0	1
260	Dicot	Apiaceae	Cicuta maculata var. angustifolia	Cicuta maculata	Cicuta maculata L. var. angustifolia Hook.	Cicuta	maculata	L.	var.	angustifolia	Hook.	1	1	1	0
261	Dicot	Apiaceae	Cicuta maculata var. bolanderi	Cicuta maculata	Cicuta maculata L. var. bolanderi (S. Watson) Mulligan	Cicuta	maculata	L.	var.	bolanderi	(S. Watson) Mulligan	1	1	1	0
262	Dicot	Apiaceae	Conioselinum pacificum	Conioselinum pacificum	Conioselinum pacificum (S. Watson) J.M. Coult. & Rose	Conioselinum	pacificum	(S. Watson) J.M. Coult. & Rose				1	1	0	1
263	Dicot	Apiaceae	Conium maculatum	Conium maculatum	Conium maculatum L.	Conium	maculatum	L.				1	1	0	1
264	Dicot	Apiaceae	Coriandrum sativum	Coriandrum sativum	Coriandrum sativum L.	Coriandrum	sativum	L.				1	1	0	1
265	Dicot	Apiaceae	Cymopterus aboriginum	Cymopterus aboriginum	Cymopterus aboriginum M.E. Jones	Cymopterus	aboriginum	M.E. Jones				1	1	0	1
266	Dicot	Apiaceae	Cymopterus cinerarius	Cymopterus cinerarius	Cymopterus cinerarius A. Gray	Cymopterus	cinerarius	A. Gray				1	1	0	1
267	Dicot	Apiaceae	Cymopterus deserticola	Cymopterus deserticola	Cymopterus deserticola Brandegee	Cymopterus	deserticola	Brandegee				1	1	0	1
268	Dicot	Apiaceae	Cymopterus gilmanii	Cymopterus gilmanii	Cymopterus gilmanii C. Morton	Cymopterus	gilmanii	C. Morton				1	1	0	1
269	Dicot	Apiaceae	Cymopterus globosus	Cymopterus globosus	Cymopterus globosus (S. Watson) S. Watson	Cymopterus	globosus	(S. Watson) S. Watson				1	1	0	1
270	Dicot	Apiaceae	Cymopterus multinervatus	Cymopterus multinervatus	Cymopterus multinervatus (J.M. Coult. & Rose) Tidestrom	Cymopterus	multinervatus	(J.M. Coult. & Rose) Tidestrom				1	1	0	1
271	Dicot	Apiaceae	Cymopterus panamintensis	Cymopterus panamintensis	Cymopterus panamintensis J.M. Coult. & Rose	Cymopterus	panamintensis	J.M. Coult. & Rose				1	0	0	1
272	Dicot	Apiaceae	Cymopterus panamintensis var. acutifolius	Cymopterus panamintensis	Cymopterus panamintensis J.M. Coult. & Rose var. acutifolius (J.M. Coult. & Rose) Munz	Cymopterus	panamintensis	J.M. Coult. & Rose	var.	acutifolius	(J.M. Coult. & Rose) Munz	1	1	1	0
273	Dicot	Apiaceae	Cymopterus panamintensis var. panamintensis	Cymopterus panamintensis	Cymopterus panamintensis J.M. Coult. & Rose var. panamintensis	Cymopterus	panamintensis	J.M. Coult. & Rose	var.	panamintensis		1	1	1	0
274	Dicot	Apiaceae	Cymopterus purpurascens	Cymopterus purpurascens	Cymopterus purpurascens (A. Gray) M.E. Jones	Cymopterus	purpurascens	(A. Gray) M.E. Jones				1	1	0	1
275	Dicot	Apiaceae	Cymopterus ripleyi	Cymopterus ripleyi	Cymopterus ripleyi Barneby	Cymopterus	ripleyi	Barneby				1	1	0	1
276	Dicot	Apiaceae	Cymopterus terebinthinus	Cymopterus terebinthinus	Cymopterus terebinthinus (Hook.) M.E. Jones	Cymopterus	terebinthinus	(Hook.) M.E. Jones				1	0	0	1
277	Dicot	Apiaceae	Cymopterus terebinthinus var. californicus	Cymopterus terebinthinus	Cymopterus terebinthinus (Hook.) M.E. Jones var. californicus (J.M. Coult. & Rose) Jeps.	Cymopterus	terebinthinus	(Hook.) M.E. Jones	var.	californicus	(J.M. Coult. & Rose) Jeps.	1	1	1	0
278	Dicot	Apiaceae	Cymopterus terebinthinus var. petraeus	Cymopterus terebinthinus	Cymopterus terebinthinus (Hook.) M.E. Jones var. petraeus (M.E. Jones) Goodrich	Cymopterus	terebinthinus	(Hook.) M.E. Jones	var.	petraeus	(M.E. Jones) Goodrich	1	1	1	0
279	Dicot	Apiaceae	Daucus carota	Daucus carota	Daucus carota L.	Daucus	carota	L.				1	1	0	1
280	Dicot	Apiaceae	Daucus pusillus	Daucus pusillus	Daucus pusillus Michaux	Daucus	pusillus	Michaux				1	1	0	1
281	Dicot	Apiaceae	Eryngium alismifolium	Eryngium alismifolium	Eryngium alismifolium Greene	Eryngium	alismifolium	Greene 				1	1	0	1
282	Dicot	Apiaceae	Eryngium aristulatum	Eryngium aristulatum	Eryngium aristulatum Jeps.	Eryngium	aristulatum	Jeps.				1	0	0	1
283	Dicot	Apiaceae	Eryngium aristulatum var. aristulatum	Eryngium aristulatum	Eryngium aristulatum Jeps. var. aristulatum	Eryngium	aristulatum	Jeps.	var.	aristulatum		1	1	1	0
284	Dicot	Apiaceae	Eryngium aristulatum var. hooveri	Eryngium aristulatum	Eryngium aristulatum Jeps. var. hooveri Y. Sheikh	Eryngium	aristulatum	Jeps.	var.	hooveri	Y. Sheikh	1	1	1	0
285	Dicot	Apiaceae	Eryngium aristulatum var. parishii	Eryngium aristulatum	Eryngium aristulatum Jeps. var. parishii (J.M. Coult. & Rose) Jeps.	Eryngium	aristulatum	Jeps.	var.	parishii	(J.M. Coult. & Rose) Jeps.	1	1	1	0
286	Dicot	Apiaceae	Eryngium armatum	Eryngium armatum	Eryngium armatum (S. Watson) J.M. Coult. & Rose	Eryngium	armatum	(S. Watson) J.M. Coult. & Rose				1	1	0	1
287	Dicot	Apiaceae	Eryngium articulatum	Eryngium articulatum	Eryngium articulatum Hook.	Eryngium	articulatum	Hook.				1	1	0	1
288	Dicot	Apiaceae	Eryngium castrense	Eryngium castrense	Eryngium castrense Jeps.	Eryngium	castrense	Jeps.				1	1	0	1
289	Dicot	Apiaceae	Eryngium constancei	Eryngium constancei	Eryngium constancei Y. Sheikh	Eryngium	constancei	Y. Sheikh				1	1	0	1
290	Dicot	Apiaceae	Eryngium mathiasiae	Eryngium mathiasiae	Eryngium mathiasiae Y. Sheikh	Eryngium	mathiasiae	Y. Sheikh				1	1	0	1
291	Dicot	Apiaceae	Eryngium pinnatisectum	Eryngium pinnatisectum	Eryngium pinnatisectum Jeps.	Eryngium	pinnatisectum	Jeps.				1	1	0	1
292	Dicot	Apiaceae	Eryngium racemosum	Eryngium racemosum	Eryngium racemosum Jeps.	Eryngium	racemosum	Jeps.				1	1	0	1
293	Dicot	Apiaceae	Eryngium spinosepalum	Eryngium spinosepalum	Eryngium spinosepalum Mathias	Eryngium	spinosepalum	Mathias				1	1	0	1
294	Dicot	Apiaceae	Eryngium vaseyi	Eryngium vaseyi	Eryngium vaseyi J.M. Coult. & Rose	Eryngium	vaseyi	J.M. Coult. & Rose				1	1	0	1
295	Dicot	Apiaceae	Foeniculum vulgare	Foeniculum vulgare	Foeniculum vulgare Miller	Foeniculum	vulgare	Miller				1	1	0	1
296	Dicot	Apiaceae	Glehnia littoralis ssp. leiocarpa	Glehnia littoralis	Glehnia littoralis (A. Gray) Miq. ssp. leiocarpa (Mathias) Hultén	Glehnia	littoralis	(A. Gray) Miq.	ssp.	leiocarpa	(Mathias) Hultén 	1	1	1	1
297	Dicot	Apiaceae	Heracleum lanatum	Heracleum lanatum	Heracleum lanatum Michaux	Heracleum	lanatum	Michaux				1	1	0	1
298	Dicot	Apiaceae	Hydrocotyle moschata	Hydrocotyle moschata	Hydrocotyle moschata G. Forst.	Hydrocotyle	moschata	G. Forst.				1	1	0	1
299	Dicot	Apiaceae	Hydrocotyle ranunculoides	Hydrocotyle ranunculoides	Hydrocotyle ranunculoides L.f.	Hydrocotyle	ranunculoides	L.f.				1	1	0	1
300	Dicot	Apiaceae	Hydrocotyle sibthorpioides	Hydrocotyle sibthorpioides	Hydrocotyle sibthorpioides Lam.	Hydrocotyle	sibthorpioides	Lam.				1	1	0	1
301	Dicot	Apiaceae	Hydrocotyle umbellata	Hydrocotyle umbellata	Hydrocotyle umbellata L.	Hydrocotyle	umbellata	L.				1	1	0	1
302	Dicot	Apiaceae	Hydrocotyle verticillata	Hydrocotyle verticillata	Hydrocotyle verticillata Thunb.	Hydrocotyle	verticillata	Thunb.				1	1	0	1
303	Dicot	Apiaceae	Ligusticum apiifolium	Ligusticum apiifolium	Ligusticum apiifolium (Nutt.) A. Gray	Ligusticum	apiifolium	(Nutt.) A. Gray				1	1	0	1
