id	group	family	taxon	binomial	taxon.auth	genus	species	speciesAuth	intraRank	intraName	intraAuth	tjm1.valid	mrt	intra_rank	species_rank_or_only_subsp_in_CA
7142	Monocot	Liliaceae	Allium lacunosum	Allium lacunosum	Allium lacunosum S. Watson	Allium	lacunosum	S. Watson				1	0	0	1
7143	Monocot	Liliaceae	Allium lacunosum var. davisiae	Allium lacunosum	Allium lacunosum S. Watson var. davisiae (M.E. Jones) D. McNeal & F. Ownbey	Allium	lacunosum	S. Watson	var.	davisiae	(M.E. Jones) D. McNeal & F. Ownbey	1	1	1	0
7144	Monocot	Liliaceae	Allium lacunosum var. kernense	Allium lacunosum	Allium lacunosum S. Watson var. kernense D. McNeal & F. Ownbey	Allium	lacunosum	S. Watson	var.	kernense	D. McNeal & F. Ownbey 	1	1	1	0
7145	Monocot	Liliaceae	Allium lacunosum var. lacunosum	Allium lacunosum	Allium lacunosum S. Watson var. lacunosum	Allium	lacunosum	S. Watson	var.	lacunosum		1	1	1	0
7146	Monocot	Liliaceae	Allium lacunosum var. micranthum	Allium lacunosum	Allium lacunosum S. Watson var. micranthum Eastw.	Allium	lacunosum	S. Watson	var.	micranthum	Eastw.	1	1	1	0
7147	Monocot	Liliaceae	Allium lemmonii	Allium lemmonii	Allium lemmonii S. Watson	Allium	lemmonii	S. Watson				1	1	0	1
7148	Monocot	Liliaceae	Allium membranaceum	Allium membranaceum	Allium membranaceum Traub	Allium	membranaceum	Traub				1	1	0	1
7149	Monocot	Liliaceae	Allium monticola	Allium monticola	Allium monticola Davidson	Allium	monticola	Davidson				1	1	0	1
7150	Monocot	Liliaceae	Allium munzii	Allium munzii	Allium munzii (Traub) D. McNeal	Allium	munzii	(Traub) D. McNeal				1	1	0	1
7151	Monocot	Liliaceae	Allium neapolitanum	Allium neapolitanum	Allium neapolitanum Cirillo	Allium	neapolitanum	Cirillo				1	1	0	1
7152	Monocot	Liliaceae	Allium nevadense	Allium nevadense	Allium nevadense S. Watson	Allium	nevadense	S. Watson				1	1	0	1
7153	Monocot	Liliaceae	Allium obtusum	Allium obtusum	Allium obtusum Lemmon	Allium	obtusum	Lemmon				1	0	0	1
7154	Monocot	Liliaceae	Allium obtusum var. conspicuum	Allium obtusum	Allium obtusum Lemmon var. conspicuum W. Mortola & D. McNeal	Allium	obtusum	Lemmon	var.	conspicuum	W. Mortola & D. McNeal	1	1	1	0
7155	Monocot	Liliaceae	Allium obtusum var. obtusum	Allium obtusum	Allium obtusum Lemmon var. obtusum	Allium	obtusum	Lemmon	var.	obtusum		1	1	1	0
7156	Monocot	Liliaceae	Allium paniculatum var. paniculatum	Allium paniculatum	Allium paniculatum L. var. paniculatum	Allium	paniculatum	L.	var.	paniculatum		1	1	1	1
7157	Monocot	Liliaceae	Allium parishii	Allium parishii	Allium parishii S. Watson	Allium	parishii	S. Watson				1	1	0	1
7158	Monocot	Liliaceae	Allium parryi	Allium parryi	Allium parryi S. Watson	Allium	parryi	S. Watson				1	1	0	1
7159	Monocot	Liliaceae	Allium parvum	Allium parvum	Allium parvum Kellogg	Allium	parvum	Kellogg				1	1	0	1
7160	Monocot	Liliaceae	Allium peninsulare	Allium peninsulare	Allium peninsulare Lemmon	Allium	peninsulare	Lemmon				1	0	0	1
7161	Monocot	Liliaceae	Allium peninsulare var. franciscanum	Allium peninsulare	Allium peninsulare Lemmon var. franciscanum D. McNeal & F. Ownbey	Allium	peninsulare	Lemmon	var.	franciscanum	D. McNeal & F. Ownbey	1	1	1	0
7162	Monocot	Liliaceae	Allium peninsulare var. peninsulare	Allium peninsulare	Allium peninsulare Lemmon var. peninsulare	Allium	peninsulare	Lemmon	var.	peninsulare		1	1	1	0
7163	Monocot	Liliaceae	Allium platycaule	Allium platycaule	Allium platycaule S. Watson	Allium	platycaule	S. Watson				1	1	0	1
7164	Monocot	Liliaceae	Allium praecox	Allium praecox	Allium praecox Brandegee	Allium	praecox	Brandegee				1	1	0	1
7165	Monocot	Liliaceae	Allium punctum	Allium punctum	Allium punctum L.F. Hend.	Allium	punctum	L.F. Hend.				1	1	0	1
7166	Monocot	Liliaceae	Allium sanbornii	Allium sanbornii	Allium sanbornii A.W. Wood	Allium	sanbornii	A.W. Wood				1	0	0	1
7167	Monocot	Liliaceae	Allium sanbornii var. congdonii	Allium sanbornii	Allium sanbornii A.W. Wood var. congdonii Jeps.	Allium	sanbornii	A.W. Wood	var.	congdonii	Jeps.	1	1	1	0
7168	Monocot	Liliaceae	Allium sanbornii var. sanbornii	Allium sanbornii	Allium sanbornii A.W. Wood var. sanbornii	Allium	sanbornii	A.W. Wood	var.	sanbornii		1	1	1	0
7169	Monocot	Liliaceae	Allium serra	Allium serra	Allium serra D. McNeal & F. Ownbey	Allium	serra	D. McNeal & F. Ownbey				1	1	0	1
7170	Monocot	Liliaceae	Allium sharsmithiae	Allium sharsmithiae	Allium sharsmithiae (Traub) D. McNeal	Allium	sharsmithiae	(Traub) D. McNeal 				1	1	0	1
7171	Monocot	Liliaceae	Allium shevockii	Allium shevockii	Allium shevockii D. McNeal	Allium	shevockii	D. McNeal				1	1	0	1
7172	Monocot	Liliaceae	Allium siskiyouense	Allium siskiyouense	Allium siskiyouense Traub	Allium	siskiyouense	Traub				1	1	0	1
7173	Monocot	Liliaceae	Allium tolmiei var. tolmiei	Allium tolmiei	Allium tolmiei Baker & S. Watson var. tolmiei	Allium	tolmiei	Baker & S. Watson	var.	tolmiei		1	1	1	1
7174	Monocot	Liliaceae	Allium tribracteatum	Allium tribracteatum	Allium tribracteatum Torrey	Allium	tribracteatum	Torrey				1	1	0	1
7175	Monocot	Liliaceae	Allium triquetrum	Allium triquetrum	Allium triquetrum L.	Allium	triquetrum	L.				1	1	0	1
7176	Monocot	Liliaceae	Allium tuolumnense	Allium tuolumnense	Allium tuolumnense (Traub) S. Denison & D. McNeal	Allium	tuolumnense	(Traub) S. Denison & D. McNeal				1	1	0	1
7177	Monocot	Liliaceae	Allium unifolium	Allium unifolium	Allium unifolium Kellogg	Allium	unifolium	Kellogg				1	1	0	1
7178	Monocot	Liliaceae	Allium validum	Allium validum	Allium validum S. Watson	Allium	validum	S. Watson				1	1	0	1
7179	Monocot	Liliaceae	Allium vineale	Allium vineale	Allium vineale L.	Allium	vineale	L.				1	1	0	1
7180	Monocot	Liliaceae	Allium yosemitense	Allium yosemitense	Allium yosemitense Eastw.	Allium	yosemitense	Eastw.				1	1	0	1
7181	Monocot	Liliaceae	Androstephium breviflorum	Androstephium breviflorum	Androstephium breviflorum S. Watson	Androstephium	breviflorum	S. Watson				1	1	0	1
7182	Monocot	Liliaceae	Asparagus asparagoides	Asparagus asparagoides	Asparagus asparagoides (L.) Druce	Asparagus	asparagoides	(L.) Druce				1	1	0	1
7183	Monocot	Liliaceae	Asparagus officinalis ssp. officinalis	Asparagus officinalis	Asparagus officinalis L. ssp. officinalis	Asparagus	officinalis	L.	ssp.	officinalis		1	1	1	1
7184	Monocot	Liliaceae	Asphodelus fistulosus	Asphodelus fistulosus	Asphodelus fistulosus L.	Asphodelus	fistulosus	L.				1	1	0	1
7185	Monocot	Liliaceae	Bloomeria crocea	Bloomeria crocea	Bloomeria crocea (Torrey) Coville	Bloomeria	crocea	(Torrey) Coville				1	1	0	1
7186	Monocot	Liliaceae	Bloomeria humilis	Bloomeria humilis	Bloomeria humilis Hoover	Bloomeria	humilis	Hoover				1	1	0	1
7187	Monocot	Liliaceae	Brodiaea appendiculata	Brodiaea appendiculata	Brodiaea appendiculata Hoover	Brodiaea	appendiculata	Hoover				1	1	0	1
7188	Monocot	Liliaceae	Brodiaea californica	Brodiaea californica	Brodiaea californica Lindl.	Brodiaea	californica	Lindl.				1	0	0	1
7189	Monocot	Liliaceae	Brodiaea californica var. californica	Brodiaea californica	Brodiaea californica Lindl. var. californica	Brodiaea	californica	Lindl.	var.	californica		1	1	1	0
7190	Monocot	Liliaceae	Brodiaea californica var. leptandra	Brodiaea californica	Brodiaea californica Lindl. var. leptandra (Greene) Hoover	Brodiaea	californica	Lindl.	var.	leptandra	(Greene) Hoover	1	1	1	0
7191	Monocot	Liliaceae	Brodiaea coronaria	Brodiaea coronaria	Brodiaea coronaria (Salisb.) Engl.	Brodiaea	coronaria	(Salisb.) Engl.				1	0	0	1
7192	Monocot	Liliaceae	Brodiaea coronaria ssp. coronaria	Brodiaea coronaria	Brodiaea coronaria (Salisb.) Engl. ssp. coronaria	Brodiaea	coronaria	(Salisb.) Engl.	ssp.	coronaria		1	1	1	0
7193	Monocot	Liliaceae	Brodiaea coronaria ssp. rosea	Brodiaea coronaria	Brodiaea coronaria (Salisb.) Engl. ssp. rosea (Greene) T. Niehaus	Brodiaea	coronaria	(Salisb.) Engl.	ssp.	rosea	(Greene) T. Niehaus	1	1	1	0
7194	Monocot	Liliaceae	Brodiaea elegans	Brodiaea elegans	Brodiaea elegans Hoover	Brodiaea	elegans	Hoover				1	0	0	1
7195	Monocot	Liliaceae	Brodiaea elegans ssp. elegans	Brodiaea elegans	Brodiaea elegans Hoover ssp. elegans	Brodiaea	elegans	Hoover	ssp.	elegans		1	1	1	0
7196	Monocot	Liliaceae	Brodiaea elegans ssp. hooveri	Brodiaea elegans	Brodiaea elegans Hoover ssp. hooveri T. Niehaus	Brodiaea	elegans	Hoover	ssp.	hooveri	T. Niehaus	1	1	1	0
7197	Monocot	Liliaceae	Brodiaea filifolia	Brodiaea filifolia	Brodiaea filifolia S. Watson	Brodiaea	filifolia	S. Watson				1	1	0	1
7198	Monocot	Liliaceae	Brodiaea insignis	Brodiaea insignis	Brodiaea insignis (Jeps.) T. Niehaus	Brodiaea	insignis	(Jeps.) T. Niehaus				1	1	0	1
7199	Monocot	Liliaceae	Brodiaea jolonensis	Brodiaea jolonensis	Brodiaea jolonensis Eastw.	Brodiaea	jolonensis	Eastw.				1	1	0	1
7200	Monocot	Liliaceae	Brodiaea kinkiensis	Brodiaea kinkiensis	Brodiaea kinkiensis T. Niehaus	Brodiaea	kinkiensis	T. Niehaus				1	1	0	1
7201	Monocot	Liliaceae	Brodiaea minor	Brodiaea minor	Brodiaea minor (Benth.) S. Watson	Brodiaea	minor	(Benth.) S. Watson				1	1	0	1
7202	Monocot	Liliaceae	Brodiaea orcuttii	Brodiaea orcuttii	Brodiaea orcuttii (Greene) Baker	Brodiaea	orcuttii	(Greene) Baker				1	1	0	1
7203	Monocot	Liliaceae	Brodiaea pallida	Brodiaea pallida	Brodiaea pallida Hoover	Brodiaea	pallida	Hoover				1	1	0	1
7204	Monocot	Liliaceae	Brodiaea purdyi	Brodiaea purdyi	Brodiaea purdyi Eastw.	Brodiaea	purdyi	Eastw.				1	1	0	1
7205	Monocot	Liliaceae	Brodiaea stellaris	Brodiaea stellaris	Brodiaea stellaris S. Watson	Brodiaea	stellaris	S. Watson				1	1	0	1
7206	Monocot	Liliaceae	Brodiaea terrestris	Brodiaea terrestris	Brodiaea terrestris Kellogg	Brodiaea	terrestris	Kellogg				1	0	0	1
7207	Monocot	Liliaceae	Brodiaea terrestris ssp. kernensis	Brodiaea terrestris	Brodiaea terrestris Kellogg ssp. kernensis (Hoover) T. Niehaus	Brodiaea	terrestris	Kellogg	ssp.	kernensis	(Hoover) T. Niehaus	1	1	1	0
7208	Monocot	Liliaceae	Brodiaea terrestris ssp. terrestris	Brodiaea terrestris	Brodiaea terrestris Kellogg ssp. terrestris	Brodiaea	terrestris	Kellogg	ssp.	terrestris		1	1	1	0
7209	Monocot	Liliaceae	Calochortus albus	Calochortus albus	Calochortus albus Benth.	Calochortus	albus	Benth.				1	1	0	1
7210	Monocot	Liliaceae	Calochortus amabilis	Calochortus amabilis	Calochortus amabilis Purdy	Calochortus	amabilis	Purdy				1	1	0	1
7211	Monocot	Liliaceae	Calochortus amoenus	Calochortus amoenus	Calochortus amoenus Greene	Calochortus	amoenus	Greene				1	1	0	1
7212	Monocot	Liliaceae	Calochortus argillosus	Calochortus argillosus	Calochortus argillosus (Hoover) R. Zebell & P.L. Fiedl.	Calochortus	argillosus	(Hoover) R. Zebell & P.L. Fiedl.				1	1	0	1
7213	Monocot	Liliaceae	Calochortus bruneaunis	Calochortus bruneaunis	Calochortus bruneaunis Nelson & J.F. Macbr.	Calochortus	bruneaunis	Nelson & J.F. Macbr.				1	1	0	1
7214	Monocot	Liliaceae	Calochortus catalinae	Calochortus catalinae	Calochortus catalinae S. Watson	Calochortus	catalinae	S. Watson				1	1	0	1
7215	Monocot	Liliaceae	Calochortus clavatus	Calochortus clavatus	Calochortus clavatus S. Watson	Calochortus	clavatus	S. Watson				1	0	0	1
7216	Monocot	Liliaceae	Calochortus clavatus var. avius	Calochortus clavatus	Calochortus clavatus S. Watson var. avius Jeps.	Calochortus	clavatus	S. Watson	var.	avius	Jeps.	1	1	1	0
7217	Monocot	Liliaceae	Calochortus clavatus ssp. clavatus	Calochortus clavatus	Calochortus clavatus S. Watson ssp. clavatus	Calochortus	clavatus	S. Watson	ssp.	clavatus		1	1	1	0
7218	Monocot	Liliaceae	Calochortus clavatus var. gracilis	Calochortus clavatus	Calochortus clavatus S. Watson var. gracilis F. Ownbey	Calochortus	clavatus	S. Watson	var.	gracilis	F. Ownbey	1	1	1	0
7219	Monocot	Liliaceae	Calochortus clavatus ssp. pallidus	Calochortus clavatus	Calochortus clavatus S. Watson ssp. pallidus (Hoover) Munz	Calochortus	clavatus	S. Watson	ssp.	pallidus	(Hoover) Munz	1	1	1	0
7220	Monocot	Liliaceae	Calochortus clavatus ssp. recurvifolius	Calochortus clavatus	Calochortus clavatus S. Watson ssp. recurvifolius (Hoover) Munz	Calochortus	clavatus	S. Watson	ssp.	recurvifolius	(Hoover) Munz	1	1	1	0
7221	Monocot	Liliaceae	Calochortus coeruleus	Calochortus coeruleus	Calochortus coeruleus (Kellogg) S. Watson	Calochortus	coeruleus	(Kellogg) S. Watson				1	1	0	1
7222	Monocot	Liliaceae	Calochortus concolor	Calochortus concolor	Calochortus concolor (Baker) Purdy	Calochortus	concolor	(Baker) Purdy				1	1	0	1
7223	Monocot	Liliaceae	Calochortus dunnii	Calochortus dunnii	Calochortus dunnii Purdy	Calochortus	dunnii	Purdy				1	1	0	1
7224	Monocot	Liliaceae	Calochortus elegans	Calochortus elegans	Calochortus elegans Pursh	Calochortus	elegans	Pursh				1	1	0	1
7225	Monocot	Liliaceae	Calochortus excavatus	Calochortus excavatus	Calochortus excavatus Greene	Calochortus	excavatus	Greene				1	1	0	1
7226	Monocot	Liliaceae	Calochortus flexuosus	Calochortus flexuosus	Calochortus flexuosus S. Watson	Calochortus	flexuosus	S. Watson				1	1	0	1
7227	Monocot	Liliaceae	Calochortus greenei	Calochortus greenei	Calochortus greenei S. Watson	Calochortus	greenei	S. Watson				1	1	0	1
7228	Monocot	Liliaceae	Calochortus invenustus	Calochortus invenustus	Calochortus invenustus Greene	Calochortus	invenustus	Greene				1	1	0	1
7229	Monocot	Liliaceae	Calochortus kennedyi	Calochortus kennedyi	Calochortus kennedyi Porter	Calochortus	kennedyi	Porter				1	0	0	1
7230	Monocot	Liliaceae	Calochortus kennedyi var. kennedyi	Calochortus kennedyi	Calochortus kennedyi Porter var. kennedyi	Calochortus	kennedyi	Porter	var.	kennedyi		1	1	1	0
7231	Monocot	Liliaceae	Calochortus kennedyi var. munzii	Calochortus kennedyi	Calochortus kennedyi Porter var. munzii Jeps.	Calochortus	kennedyi	Porter	var.	munzii	Jeps.	1	1	1	0
7232	Monocot	Liliaceae	Calochortus leichtlinii	Calochortus leichtlinii	Calochortus leichtlinii Hook. f.	Calochortus	leichtlinii	Hook. f.				1	1	0	1
7233	Monocot	Liliaceae	Calochortus longebarbatus var. longebarbatus	Calochortus longebarbatus	Calochortus longebarbatus S. Watson var. longebarbatus	Calochortus	longebarbatus	S. Watson	var.	longebarbatus		1	1	1	1
7234	Monocot	Liliaceae	Calochortus luteus	Calochortus luteus	Calochortus luteus Lindl.	Calochortus	luteus	Lindl.				1	1	0	1
7235	Monocot	Liliaceae	Calochortus macrocarpus	Calochortus macrocarpus	Calochortus macrocarpus Douglas	Calochortus	macrocarpus	Douglas				1	1	0	1
7236	Monocot	Liliaceae	Calochortus minimus	Calochortus minimus	Calochortus minimus F. Ownbey	Calochortus	minimus	F. Ownbey				1	1	0	1
7237	Monocot	Liliaceae	Calochortus monanthus	Calochortus monanthus	Calochortus monanthus F. Ownbey	Calochortus	monanthus	F. Ownbey				1	1	0	1
7238	Monocot	Liliaceae	Calochortus monophyllus	Calochortus monophyllus	Calochortus monophyllus (Lindl.) Lemaire	Calochortus	monophyllus	(Lindl.) Lemaire				1	1	0	1
7239	Monocot	Liliaceae	Calochortus nudus	Calochortus nudus	Calochortus nudus S. Watson	Calochortus	nudus	S. Watson				1	1	0	1
7240	Monocot	Liliaceae	Calochortus obispoensis	Calochortus obispoensis	Calochortus obispoensis Lemmon	Calochortus	obispoensis	Lemmon				1	1	0	1
7241	Monocot	Liliaceae	Calochortus palmeri	Calochortus palmeri	Calochortus palmeri S. Watson	Calochortus	palmeri	S. Watson				1	0	0	1
7242	Monocot	Liliaceae	Calochortus palmeri var. munzii	Calochortus palmeri	Calochortus palmeri S. Watson var. munzii F. Ownbey	Calochortus	palmeri	S. Watson	var.	munzii	F. Ownbey	1	1	1	0
7243	Monocot	Liliaceae	Calochortus palmeri var. palmeri	Calochortus palmeri	Calochortus palmeri S. Watson var. palmeri	Calochortus	palmeri	S. Watson	var.	palmeri		1	1	1	0
7244	Monocot	Liliaceae	Calochortus panamintensis	Calochortus panamintensis	Calochortus panamintensis (F. Ownbey) Reveal	Calochortus	panamintensis	(F. Ownbey) Reveal				1	1	0	1
7245	Monocot	Liliaceae	Calochortus persistens	Calochortus persistens	Calochortus persistens F. Ownbey	Calochortus	persistens	F. Ownbey				1	1	0	1
7246	Monocot	Liliaceae	Calochortus plummerae	Calochortus plummerae	Calochortus plummerae Greene	Calochortus	plummerae	Greene				1	1	0	1
7247	Monocot	Liliaceae	Calochortus pulchellus	Calochortus pulchellus	Calochortus pulchellus Benth.	Calochortus	pulchellus	Benth.				1	1	0	1
7248	Monocot	Liliaceae	Calochortus raichei	Calochortus raichei	Calochortus raichei Farwig & V. Girard	Calochortus	raichei	Farwig & V. Girard				1	1	0	1
7249	Monocot	Liliaceae	Calochortus simulans	Calochortus simulans	Calochortus simulans (Hoover) Munz	Calochortus	simulans	(Hoover) Munz				1	1	0	1
7250	Monocot	Liliaceae	Calochortus splendens	Calochortus splendens	Calochortus splendens Benth.	Calochortus	splendens	Benth.				1	1	0	1
7251	Monocot	Liliaceae	Calochortus striatus	Calochortus striatus	Calochortus striatus Parish	Calochortus	striatus	Parish				1	1	0	1
7252	Monocot	Liliaceae	Calochortus superbus	Calochortus superbus	Calochortus superbus J.T. Howell	Calochortus	superbus	J.T. Howell				1	1	0	1
7253	Monocot	Liliaceae	Calochortus tiburonensis	Calochortus tiburonensis	Calochortus tiburonensis A.J. Hill	Calochortus	tiburonensis	A.J. Hill				1	1	0	1
7254	Monocot	Liliaceae	Calochortus tolmiei	Calochortus tolmiei	Calochortus tolmiei Hook. & Arn.	Calochortus	tolmiei	Hook. & Arn.				1	1	0	1
7255	Monocot	Liliaceae	Calochortus umbellatus	Calochortus umbellatus	Calochortus umbellatus Alph. Wood	Calochortus	umbellatus	Alph. Wood				1	1	0	1
7256	Monocot	Liliaceae	Calochortus uniflorus	Calochortus uniflorus	Calochortus uniflorus Hook. & Arn.	Calochortus	uniflorus	Hook. & Arn.				1	1	0	1
7257	Monocot	Liliaceae	Calochortus venustus	Calochortus venustus	Calochortus venustus Benth.	Calochortus	venustus	Benth.				1	1	0	1
7258	Monocot	Liliaceae	Calochortus vestae	Calochortus vestae	Calochortus vestae Purdy	Calochortus	vestae	Purdy				1	1	0	1
7259	Monocot	Liliaceae	Calochortus weedii	Calochortus weedii	Calochortus weedii Alph. Wood	Calochortus	weedii	Alph. Wood				1	0	0	1
7260	Monocot	Liliaceae	Calochortus weedii var. intermedius	Calochortus weedii	Calochortus weedii Alph. Wood var. intermedius F. Ownbey	Calochortus	weedii	Alph. Wood	var.	intermedius	F. Ownbey	1	1	1	0
7261	Monocot	Liliaceae	Calochortus weedii var. vestus	Calochortus weedii	Calochortus weedii Alph. Wood var. vestus Purdy	Calochortus	weedii	Alph. Wood	var.	vestus	Purdy	1	1	1	0
7262	Monocot	Liliaceae	Calochortus weedii var. weedii	Calochortus weedii	Calochortus weedii Alph. Wood var. weedii	Calochortus	weedii	Alph. Wood	var.	weedii		1	1	1	0
7263	Monocot	Liliaceae	Calochortus westonii	Calochortus westonii	Calochortus westonii Eastw.	Calochortus	westonii	Eastw.				1	1	0	1
7264	Monocot	Liliaceae	Camassia quamash	Camassia quamash	Camassia quamash (Pursh) Greene	Camassia	quamash	(Pursh) Greene				1	0	0	1
7265	Monocot	Liliaceae	Camassia quamash ssp. breviflora	Camassia quamash	Camassia quamash (Pursh) Greene ssp. breviflora Gould	Camassia	quamash	(Pursh) Greene	ssp.	breviflora	Gould	1	1	1	0
7266	Monocot	Liliaceae	Camassia quamash ssp. quamash	Camassia quamash	Camassia quamash (Pursh) Greene ssp. quamash	Camassia	quamash	(Pursh) Greene	ssp.	quamash		1	1	1	0
7267	Monocot	Liliaceae	Chlorogalum angustifolium	Chlorogalum angustifolium	Chlorogalum angustifolium Kellogg	Chlorogalum	angustifolium	Kellogg				1	1	0	1
7268	Monocot	Liliaceae	Chlorogalum grandiflorum	Chlorogalum grandiflorum	Chlorogalum grandiflorum Hoover	Chlorogalum	grandiflorum	Hoover				1	1	0	1
7269	Monocot	Liliaceae	Chlorogalum parviflorum	Chlorogalum parviflorum	Chlorogalum parviflorum S. Watson	Chlorogalum	parviflorum	S. Watson				1	1	0	1
7270	Monocot	Liliaceae	Chlorogalum pomeridianum	Chlorogalum pomeridianum	Chlorogalum pomeridianum (DC.) Kunth	Chlorogalum	pomeridianum	(DC.) Kunth				1	0	0	1
7271	Monocot	Liliaceae	Chlorogalum pomeridianum var. divaricatum	Chlorogalum pomeridianum	Chlorogalum pomeridianum (DC.) Kunth var. divaricatum (Lindl.) Hoover	Chlorogalum	pomeridianum	(DC.) Kunth	var.	divaricatum	(Lindl.) Hoover	1	1	1	0
7272	Monocot	Liliaceae	Chlorogalum pomeridianum var. minus	Chlorogalum pomeridianum	Chlorogalum pomeridianum (DC.) Kunth var. minus Hoover	Chlorogalum	pomeridianum	(DC.) Kunth	var.	minus	Hoover	1	1	1	0
7273	Monocot	Liliaceae	Chlorogalum pomeridianum var. pomeridianum	Chlorogalum pomeridianum	Chlorogalum pomeridianum (DC.) Kunth var. pomeridianum	Chlorogalum	pomeridianum	(DC.) Kunth	var.	pomeridianum		1	1	1	0
7274	Monocot	Liliaceae	Chlorogalum purpureum	Chlorogalum purpureum	Chlorogalum purpureum Brandegee	Chlorogalum	purpureum	Brandegee				1	0	0	1
7275	Monocot	Liliaceae	Chlorogalum purpureum var. purpureum	Chlorogalum purpureum	Chlorogalum purpureum Brandegee var. purpureum	Chlorogalum	purpureum	Brandegee	var.	purpureum		1	1	1	0
7276	Monocot	Liliaceae	Chlorogalum purpureum var. reductum	Chlorogalum purpureum	Chlorogalum purpureum Brandegee var. reductum Hoover	Chlorogalum	purpureum	Brandegee	var.	reductum	Hoover	1	1	1	0
7277	Monocot	Liliaceae	Clintonia andrewsiana	Clintonia andrewsiana	Clintonia andrewsiana Torrey	Clintonia	andrewsiana	Torrey				1	1	0	1
7278	Monocot	Liliaceae	Clintonia uniflora	Clintonia uniflora	Clintonia uniflora (Schultes) Kunth	Clintonia	uniflora	(Schultes) Kunth				1	1	0	1
7279	Monocot	Liliaceae	Dichelostemma capitatum	Dichelostemma capitatum	Dichelostemma capitatum (Benth.) A.W. Wood	Dichelostemma	capitatum	(Benth.) A.W. Wood				1	0	0	1
7280	Monocot	Liliaceae	Dichelostemma capitatum ssp. capitatum	Dichelostemma capitatum	Dichelostemma capitatum (Benth.) A.W. Wood ssp. capitatum	Dichelostemma	capitatum	(Benth.) A.W. Wood	ssp.	capitatum		1	1	1	0
7281	Monocot	Liliaceae	Dichelostemma capitatum ssp. pauciflorum	Dichelostemma capitatum	Dichelostemma capitatum (Benth.) A.W. Wood ssp. pauciflorum (Torrey) Keator	Dichelostemma	capitatum	(Benth.) A.W. Wood	ssp.	pauciflorum	(Torrey) Keator	1	1	1	0
7282	Monocot	Liliaceae	Dichelostemma congestum	Dichelostemma congestum	Dichelostemma congestum (Sm.) Kunth	Dichelostemma	congestum	(Sm.) Kunth				1	1	0	1
7283	Monocot	Liliaceae	Dichelostemma ida-maia	Dichelostemma ida-maia	Dichelostemma ida-maia (A.W. Wood) Greene	Dichelostemma	ida-maia	(A.W. Wood) Greene				1	1	0	1
7284	Monocot	Liliaceae	Dichelostemma multiflorum	Dichelostemma multiflorum	Dichelostemma multiflorum (Benth.) A. Heller	Dichelostemma	multiflorum	(Benth.) A. Heller				1	1	0	1
7285	Monocot	Liliaceae	Dichelostemma volubile	Dichelostemma volubile	Dichelostemma volubile (Kellogg) A. Heller	Dichelostemma	volubile	(Kellogg) A. Heller				1	1	0	1
7286	Monocot	Liliaceae	Disporum hookeri	Disporum hookeri	Disporum hookeri (Torrey) Nicholson	Disporum	hookeri	(Torrey) Nicholson				1	1	0	1
